date,time,phase,y,eta,level,slope,seasonal
1909-04-01,34,2,24.50651451619085,24.98145911323573,25.0,0.0,-0.018540886764270237
1909-07-01,35,3,23.82499571925274,25.527399143876096,25.0,0.0,0.5273991438760971
1909-10-01,36,4,24.329694632792556,24.987839213489785,25.0,0.0,-0.01216078651021335
1910-01-01,37,1,22.858400559113342,24.484445676772054,25.0,0.0,-0.5155543232279465
1910-04-01,38,2,24.46168040702803,24.881097180925526,25.0,0.0,-0.11890281907447425
1910-07-01,39,3,26.182012720764945,25.638904285566387,25.0,0.0,0.6389042855663879
1910-10-01,40,4,24.885305373475127,24.996696185756274,25.0,0.0,-0.0033038142437271404
1911-01-01,41,1,25.460155205125552,24.550925242387763,25.0,0.0,-0.4490747576122361
1911-04-01,42,2,23.403337165402533,24.733316651755537,25.0,0.0,-0.26668334824446394
1911-07-01,43,3,26.07833873453642,25.74878430886692,25.0,0.0,0.7487843088669192
1911-10-01,44,4,25.609615385515816,24.992465293414256,25.0,0.0,-0.007534706585745763
1912-01-01,45,1,25.329918444698272,24.529019327350863,25.0,0.0,-0.4709806726491381
1912-04-01,46,2,27.680242156544956,24.726659817143705,25.0,0.0,-0.27334018285629386
1912-07-01,47,3,24.344773027133634,25.818931276733235,25.0,0.0,0.8189312767332356
1912-10-01,48,4,24.023540800718333,24.939409607641153,25.0,0.0,-0.060590392358846994
1913-01-01,49,1,25.02562157225345,24.518489901478212,25.0,0.0,-0.4815100985217898
1913-04-01,50,2,22.957292644906946,24.74853327675191,25.0,0.0,-0.2514667232480907
1913-07-01,51,3,26.19322032458836,25.830296832141656,25.0,0.0,0.8302968321416546
1913-10-01,52,4,26.34239536240969,24.906111213726295,25.0,0.0,-0.09388878627370477
1914-01-01,53,1,26.91152039013874,24.476661683097923,25.0,0.0,-0.5233383169020774
1914-04-01,54,2,24.222541309052247,24.76504086435253,25.0,0.0,-0.23495913564746673
1914-07-01,55,3,25.35637278540148,25.93589378167533,25.0,0.0,0.9358937816753298
1914-10-01,56,4,27.214826754219438,24.86994389253116,25.0,0.0,-0.13005610746883972
1915-01-01,57,1,27.355137590959565,24.472709104615074,25.0,0.0,-0.527290895384925
1915-04-01,58,2,26.276638334412063,24.66984361019909,25.0,0.0,-0.3301563898009094
1915-07-01,59,3,27.927681043742346,25.997544691210386,25.0,0.0,0.9975446912103875
1915-10-01,60,4,22.537348156066205,24.89687447649795,25.0,0.0,-0.10312552350204937
1916-01-01,61,1,26.182095793400855,24.457778945726208,25.0,0.0,-0.5422210542737914
1916-04-01,62,2,25.39156285902831,24.518525261461505,25.0,0.0,-0.481474738538496
1916-07-01,63,3,26.52030095523639,26.090053634299252,25.0,0.0,1.0900536342992524
1916-10-01,64,4,26.306282952400217,24.854250705130266,25.0,0.0,-0.14574929486973567
1917-01-01,65,1,24.898069856977497,24.563223267085228,25.0,0.0,-0.4367767329147736
1917-04-01,66,2,24.729409128876583,24.591379253685165,25.0,0.0,-0.40862074631483425
1917-07-01,67,3,24.73551190429843,26.016195774889106,25.0,0.0,1.0161957748891068
1917-10-01,68,4,25.79273399543986,24.83703695757382,25.0,0.0,-0.1629630424261806
1918-01-01,69,1,24.46512873835814,24.5765906305862,25.0,0.0,-0.42340936941379864
1918-04-01,70,2,26.137142761565226,24.600519124812912,25.0,0.0,-0.39948087518708697
1918-07-01,71,3,27.38863254792403,25.972723497578226,25.0,0.0,0.9727234975782248
1918-10-01,72,4,26.514150345911066,24.821495716983378,25.0,0.0,-0.17850428301662147
1919-01-01,73,1,25.85138747158933,24.58049430093382,25.0,0.0,-0.4195056990661791
1919-04-01,74,2,22.38904224365642,24.662291879771832,25.0,0.0,-0.3377081202281682
1919-07-01,75,3,25.86912254571275,25.932396176661346,25.0,0.0,0.9323961766613443
1919-10-01,76,4,25.112179980412378,24.78778307675232,25.0,0.0,-0.21221692324768143
1920-01-01,77,1,22.730929625169633,24.589409585965697,25.0,0.0,-0.4105904140343019
1920-04-01,78,2,24.338458071772187,24.611660119327077,25.0,0.0,-0.38833988067292424
1920-07-01,79,3,27.717254231190577,26.065480584618623,25.0,0.0,1.065480584618622
1920-10-01,80,4,24.393098122604144,24.69902151265497,25.0,0.0,-0.30097848734503097
1921-01-01,81,1,26.488949631096304,24.575794818168447,25.0,0.0,-0.4242051818315513
1921-04-01,82,2,23.4626173094777,24.557249958116348,25.0,0.0,-0.4427500418836512
1921-07-01,83,3,28.922257331174684,26.0772210141053,25.0,0.0,1.0772210141053016
1921-10-01,84,4,24.2127601481967,24.77683256757222,25.0,0.0,-0.22316743242777898
1922-01-01,85,1,25.594744655239165,24.67428786087392,25.0,0.0,-0.32571213912607994
1922-04-01,86,2,27.48997668583941,24.51406272747687,25.0,0.0,-0.4859372725231301
1922-07-01,87,3,26.16906711905834,26.003835947528508,25.0,0.0,1.0038359475285064
1922-10-01,88,4,25.934789485562604,24.770454972379518,25.0,0.0,-0.2295450276204823
1923-01-01,89,1,25.087362638118385,24.664991581301305,25.0,0.0,-0.33500841869869524
1923-04-01,90,2,24.30893566688873,24.53722605220134,25.0,0.0,-0.462773947798661
1923-07-01,91,3,28.308078663606018,25.88013070438115,25.0,0.0,0.8801307043811497
1923-10-01,92,4,25.60755377543918,24.979994762592934,25.0,0.0,-0.020005237407065612
1924-01-01,93,1,22.684577674938843,24.60036115460225,25.0,0.0,-0.3996388453977499
1924-04-01,94,2,26.12088506934959,24.547421693026873,25.0,0.0,-0.45257830697312695
1924-07-01,95,3,28.21056386854876,25.807541368836006,25.0,0.0,0.8075413688360055
1924-10-01,96,4,24.566392078387636,25.097140023570898,25.0,0.0,0.09714002357089868
1925-01-01,97,1,23.948825176249883,24.529822445383527,25.0,0.0,-0.470177554616472
1925-04-01,98,2,27.62469212400184,24.57241202847254,25.0,0.0,-0.42758797152745803
1925-07-01,99,3,24.317065923687526,25.906434845878493,25.0,0.0,0.9064348458784919
1925-10-01,100,4,24.29708812528823,24.93934215352862,25.0,0.0,-0.06065784647137926
1926-01-01,101,1,22.491337204735576,24.548390347830775,25.0,0.0,-0.4516096521692247
1926-04-01,102,2,24.309902310890237,24.577448318121533,25.0,0.0,-0.4225516818784671
1926-07-01,103,3,26.703302573371335,26.015759410228426,25.0,0.0,1.015759410228427
1926-10-01,104,4,24.42577191609426,24.884452095995776,25.0,0.0,-0.11554790400422534
1927-01-01,105,1,25.294515183664437,24.499322202911458,25.0,0.0,-0.5006777970885415
1927-04-01,106,2,22.549784414317433,24.54302638370206,25.0,0.0,-0.4569736162979405
1927-07-01,107,3,27.248834503262174,26.09468105985486,25.0,0.0,1.0946810598548598
1927-10-01,108,4,25.354277917845057,24.883251128311695,25.0,0.0,-0.11674887168830325
1928-01-01,109,1,27.956531011653382,24.5773843264344,25.0,0.0,-0.4226156735655974
1928-04-01,110,2,27.465937266056258,24.442988316901115,25.0,0.0,-0.5570116830988854
1928-07-01,111,3,30.180487666687917,26.103560335718058,25.0,0.0,1.1035603357180566
1928-10-01,112,4,24.85821567808519,24.917460641630043,25.0,0.0,-0.08253935836995666
1929-01-01,113,1,22.688670283801734,24.591357856654668,25.0,0.0,-0.4086421433453324
1929-04-01,114,2,25.5600600776384,24.331868917798914,25.0,0.0,-0.6681310822010873
1929-07-01,115,3,27.014335873960057,26.13826046126546,25.0,0.0,1.1382604612654608
1929-10-01,116,4,26.792352143205648,24.88262376038943,25.0,0.0,-0.11737623961057056
1930-01-01,117,1,25.191955795986626,24.643390085987605,25.0,0.0,-0.3566099140123939
1930-04-01,118,2,24.396206450675248,24.339149203188864,25.0,0.0,-0.6608507968111375
1930-07-01,119,3,30.003162032625248,26.06334503219537,25.0,0.0,1.0633450321953721
1930-10-01,120,4,24.47523763735053,24.899638961367216,25.0,0.0,-0.10036103863278331
1931-01-01,121,1,24.797279847379418,24.734067087746894,25.0,0.0,-0.265932912253106
1931-04-01,122,2,24.694730630162198,24.354311967558246,25.0,0.0,-0.6456880324417538
1931-07-01,123,3,25.149599082353653,25.973954108551442,25.0,0.0,0.9739541085514433
1931-10-01,124,4,26.369331217589195,24.914992954306918,25.0,0.0,-0.0850070456930836
1932-01-01,125,1,24.236056315179844,24.741215657875987,25.0,0.0,-0.25878434212401424
1932-04-01,126,2,25.36330802083318,24.298838615886133,25.0,0.0,-0.7011613841138666
1932-07-01,127,3,26.390843260941267,26.071275894477477,25.0,0.0,1.0712758944774756
1932-10-01,128,4,24.926560404254175,24.85155701527393,25.0,0.0,-0.14844298472606932
1933-01-01,129,1,26.49084510618954,24.8676747154265,25.0,0.0,-0.13232528457350043
1933-04-01,130,2,27.24408335249031,24.1984989549141,25.0,0.0,-0.8015010450859008
1933-07-01,131,3,26.857705478642973,26.095104816901326,25.0,0.0,1.0951048169013273
1933-10-01,132,4,24.922734588284158,24.83331895612288,25.0,0.0,-0.1666810438771204
1934-01-01,133,1,23.781662603672892,24.893544791982123,25.0,0.0,-0.10645520801787607
1934-04-01,134,2,23.435271326019976,24.12329572968927,25.0,0.0,-0.8767042703107302
1934-07-01,135,3,25.53195425294196,26.132024265713902,25.0,0.0,1.1320242657139021
1934-10-01,136,4,27.183163532786384,24.905886612775337,25.0,0.0,-0.0941133872246621
1935-01-01,137,1,26.34848721634617,24.842671543162897,25.0,0.0,-0.15732845683710187
1935-04-01,138,2,24.17304253061109,24.17685224817246,25.0,0.0,-0.8231477518275399
1935-07-01,139,3,25.336903086062375,26.140972911519764,25.0,0.0,1.1409729115197633
1935-10-01,140,4,26.06105715832719,24.899763199200848,25.0,0.0,-0.10023680079915115
1936-01-01,141,1,24.528658851716024,24.80346391746184,25.0,0.0,-0.19653608253815788
1936-04-01,142,2,25.96770979427018,24.172392323618755,25.0,0.0,-0.8276076763812459
1936-07-01,143,3,27.441534106653233,26.08855852510464,25.0,0.0,1.0885585251046417
1936-10-01,144,4,27.853682518155683,24.89443904367503,25.0,0.0,-0.10556095632497005
1937-01-01,145,1,22.479743521341227,24.85728493366923,25.0,0.0,-0.1427150663307694
1937-04-01,146,2,23.887525032619155,24.17795984168186,25.0,0.0,-0.8220401583181388
1937-07-01,147,3,26.923687345551915,26.04218448794016,25.0,0.0,1.0421844879401592
1937-10-01,148,4,25.03572189088073,24.915177760780548,25.0,0.0,-0.0848222392194529
1938-01-01,149,1,23.342201709154633,24.889322393998327,25.0,0.0,-0.11067760600167348
1938-04-01,150,2,24.047516108496524,24.14661642800302,25.0,0.0,-0.8533835719969776
1938-07-01,151,3,24.236869054002135,25.95810842793863,25.0,0.0,0.9581084279386289
1938-10-01,152,4,22.781315700787076,24.971772247084306,25.0,0.0,-0.028227752915692295
1939-01-01,153,1,26.79138876166129,24.973993710007704,25.0,0.0,-0.026006289992294214
1939-04-01,154,2,22.20435665491378,24.155933364907384,25.0,0.0,-0.8440666350926151
1939-07-01,155,3,29.174221868086452,25.920423016091952,25.0,0.0,0.9204230160919527
1939-10-01,156,4,24.01605636740888,24.86891000500822,25.0,0.0,-0.13108999499177854
1940-01-01,157,1,26.609653126570773,25.171115759796002,25.0,0.0,0.17111575979600335
1940-04-01,158,2,25.253917686353336,24.02724903825956,25.0,0.0,-0.9727509617404415
1940-07-01,159,3,25.88553573368202,26.01648566550822,25.0,0.0,1.0164856655082215
1940-10-01,160,4,22.68093717777944,24.819841120132445,25.0,0.0,-0.1801588798675544
1941-01-01,161,1,27.507957093863947,25.128717317679204,25.0,0.0,0.12871731767920513
1941-04-01,162,2,23.587239824502667,23.942445850116034,25.0,0.0,-1.0575541498839671
1941-07-01,163,3,28.155179923914154,26.104653098832333,25.0,0.0,1.1046530988323344
1941-10-01,164,4,26.81333584493857,24.791788178856432,25.0,0.0,-0.2082118211435684
1942-01-01,165,1,24.727785860629705,25.12448425879658,25.0,0.0,0.12448425879657996
1942-04-01,166,2,24.955270017290722,23.984085008142053,25.0,0.0,-1.0159149918579464
1942-07-01,167,3,24.016613647173916,26.052076032327818,25.0,0.0,1.0520760323278169
1942-10-01,168,4,25.73275902691054,24.976313287547843,25.0,0.0,-0.023686712452158837
1943-01-01,169,1,23.35346566734953,24.96054716521639,25.0,0.0,-0.039452834783611425
1943-04-01,170,2,24.304904888270162,23.993012150386193,25.0,0.0,-1.0069878496138087
1943-07-01,171,3,26.52130752249017,26.03251401240462,25.0,0.0,1.0325140124046195
1943-10-01,172,4,27.049697556686024,25.070323103009848,25.0,0.0,0.07032310300984909
1944-01-01,173,1,23.126220895992216,24.975826033989765,25.0,0.0,-0.0241739660102364
1944-04-01,174,2,21.732542937451317,23.938368640970488,25.0,0.0,-1.061631359029511
1944-07-01,175,3,27.96531849154945,25.919660325946108,25.0,0.0,0.919660325946108
1944-10-01,176,4,24.699613861932054,25.083991579748986,25.0,0.0,0.08399157974898544
1945-01-01,177,1,27.83007229704888,25.011848466659284,25.0,0.0,0.01184846665928313
1945-04-01,178,2,23.929973754771826,24.00861562623845,25.0,0.0,-0.991384373761552
1945-07-01,179,3,25.719173406046725,25.93663741818328,25.0,0.0,0.9366374181832812
1945-10-01,180,4,21.959683743835626,25.089767304021727,25.0,0.0,0.08976730402172856
1946-01-01,181,1,24.537610978648043,25.019034450784336,25.0,0.0,0.019034450784334515
1946-04-01,182,2,23.066104208815563,23.98483893222207,25.0,0.0,-1.015161067777931
1946-07-01,183,3,24.755626504909742,25.951364591796736,25.0,0.0,0.9513645917967347
1946-10-01,184,4,26.766349840798778,25.062747709360586,25.0,0.0,0.0627477093605858
1947-01-01,185,1,24.603496537163544,25.085663847265973,25.0,0.0,0.0856638472659741
1947-04-01,186,2,24.071149090527857,23.934591307506597,25.0,0.0,-1.0654086924934032
1947-07-01,187,3,26.37455874485286,25.976769365434304,25.0,0.0,0.9767693654343054
1947-10-01,188,4,24.89056744666341,25.017739988524458,25.0,0.0,0.01773998852445672
1948-01-01,189,1,26.476206594075613,25.09196618385701,25.0,0.0,0.09196618385701237
1948-04-01,190,2,22.540879142481266,23.9415270915813,25.0,0.0,-1.0584729084187006
1948-07-01,191,3,25.045026044951985,25.90063215849106,25.0,0.0,0.9006321584910603
1948-10-01,192,4,26.939166678771812,25.061700768620074,25.0,0.0,0.061700768620073704
1949-01-01,193,1,25.18356173077169,25.16749012058554,25.0,0.0,0.16749012058554064
1949-04-01,194,2,25.8463601947567,23.81360678891503,25.0,0.0,-1.1863932110849682
1949-07-01,195,3,25.021715595093593,25.95182903654503,25.0,0.0,0.9518290365450276
1949-10-01,196,4,24.27683872301953,25.107657991389303,25.0,0.0,0.10765799138930203
1950-01-01,197,1,25.032399116997436,25.157007684673204,25.0,0.0,0.15700768467320228
1950-04-01,198,2,24.35941218527749,23.68947093218222,25.0,0.0,-1.3105290678177792
1950-07-01,199,3,25.715958927008465,26.170682788210964,25.0,0.0,1.1706827882109634
1950-10-01,200,4,27.64337740434599,24.877349460008237,25.0,0.0,-0.12265053999176519
1951-01-01,201,1,24.9637795200156,25.232589415981753,25.0,0.0,0.23258941598175184
1951-04-01,202,2,23.725113863631098,23.72485533928006,25.0,0.0,-1.275144660719937
1951-07-01,203,3,24.183344731992843,26.085541744937213,25.0,0.0,1.0855417449372118
1951-10-01,204,4,26.002055968020056,24.941352021418737,25.0,0.0,-0.058647978581264304
1952-01-01,205,1,26.64276390066772,25.275305109893967,25.0,0.0,0.27530510989396756
1952-04-01,206,2,22.386680367247422,23.634456389545285,25.0,0.0,-1.3655436104547145
1952-07-01,207,3,23.683086200232886,26.10848119073059,25.0,0.0,1.108481190730591
1952-10-01,208,4,27.15344176149843,25.001621953621726,25.0,0.0,0.0016219536217271235
1953-01-01,209,1,27.310659979529998,25.211418695398237,25.0,0.0,0.21141869539823638
1953-04-01,210,2,22.381796836117235,23.62388214176476,25.0,0.0,-1.3761178582352414
1953-07-01,211,3,26.223535082161895,26.27187897394316,25.0,0.0,1.2718789739431602
1953-10-01,212,4,21.531081232096412,24.865440970540458,25.0,0.0,-0.13455902945954187
1954-01-01,213,1,28.408143556306648,25.289374491338613,25.0,0.0,0.2893744913386128
1954-04-01,214,2,23.3205733758822,23.54676015793534,25.0,0.0,-1.4532398420646633
1954-07-01,215,3,26.770873478743383,26.38063309106041,25.0,0.0,1.3806330910604085
1954-10-01,216,4,27.34846726905555,24.752659112608775,25.0,0.0,-0.2473408873912234
1955-01-01,217,1,26.388901113523968,25.30633352451292,25.0,0.0,0.3063335245129198
1955-04-01,218,2,21.15343695809165,23.535198223676545,25.0,0.0,-1.4648017763234549
1955-07-01,219,3,25.79471515798854,26.418134914413972,25.0,0.0,1.4181349144139719
1955-10-01,220,4,25.230031295514365,24.769124801498755,25.0,0.0,-0.23087519850124424
1956-01-01,221,1,26.76370955066913,25.24695293518047,25.0,0.0,0.24695293518047143
1956-04-01,222,2,22.257924776777873,23.665894633811337,25.0,0.0,-1.3341053661886624
1956-07-01,223,3,28.599529705762993,26.395332642090374,25.0,0.0,1.3953326420903738
1956-10-01,224,4,24.750163351603565,24.750682539927137,25.0,0.0,-0.24931746007286387
1957-01-01,225,1,25.940682876208054,25.1927522390942,25.0,0.0,0.19275223909420186
1957-04-01,226,2,24.037371123628393,23.625631654267004,25.0,0.0,-1.3743683457329976
1957-07-01,227,3,27.20151313048891,26.456462910764497,25.0,0.0,1.4564629107644962
1957-10-01,228,4,27.054153453382753,24.655134133075894,25.0,0.0,-0.3448658669241074
1958-01-01,229,1,28.066294660703203,25.252119676508244,25.0,0.0,0.252119676508244
1958-04-01,230,2,25.684795046220202,23.57653756643795,25.0,0.0,-1.4234624335620527
1958-07-01,231,3,22.83051141845627,26.51832646363631,25.0,0.0,1.5183264636363083
1958-10-01,232,4,26.79060163811869,24.673998444682397,25.0,0.0,-0.32600155531760444
1959-01-01,233,1,23.06975600764964,25.25487570970695,25.0,0.0,0.2548757097069503
1959-04-01,234,2,23.623466801337873,23.443473739222696,25.0,0.0,-1.5565262607773054
1959-07-01,235,3,26.572315507251773,26.700395552317417,25.0,0.0,1.7003955523174183
1959-10-01,236,4,24.216341290714375,24.63010983811089,25.0,0.0,-0.36989016188911095
1960-01-01,237,1,26.32977587297707,25.265319058154034,25.0,0.0,0.2653190581540338
1960-04-01,238,2,22.59527810494742,23.38896345764746,25.0,0.0,-1.6110365423525417
1960-07-01,239,3,27.64911696270898,26.806889656100072,25.0,0.0,1.8068896561000718
1960-10-01,240,4,26.287006327853177,24.645721187164657,25.0,0.0,-0.354278812835343
1961-01-01,241,1,26.1780474821894,25.142012616490135,25.0,0.0,0.14201261649013328
1961-04-01,242,2,23.843811757424618,23.34110375535593,25.0,0.0,-1.6588962446440676
1961-07-01,243,3,25.907096402837293,26.842062085420928,25.0,0.0,1.8420620854209258
1961-10-01,244,4,26.932403868732308,24.71721527108333,25.0,0.0,-0.2827847289166689
1962-01-01,245,1,26.03072366712528,25.053696543710085,25.0,0.0,0.053696543710084234
1962-04-01,246,2,25.099216422455505,23.447999059000576,25.0,0.0,-1.5520009409994238
1962-07-01,247,3,29.586288970096973,26.820836920475372,25.0,0.0,1.8208369204753734
1962-10-01,248,4,25.134248497356314,24.6672874270349,25.0,0.0,-0.3327125729651019
1963-01-01,249,1,25.64949389042642,25.0584629079049,25.0,0.0,0.05846290790490064
1963-04-01,250,2,24.38786217974813,23.49377722180253,25.0,0.0,-1.5062227781974666
1963-07-01,251,3,26.664853564800545,26.747327068710575,25.0,0.0,1.7473270687105764
1963-10-01,252,4,27.33800250743165,24.690142752536218,25.0,0.0,-0.3098572474637833
1964-01-01,253,1,25.493068582939177,25.13018460305322,25.0,0.0,0.1301846030532188
1964-04-01,254,2,23.715924814358072,23.47617336685021,25.0,0.0,-1.5238266331497878
1964-07-01,255,3,27.47921793762997,26.62644421422761,25.0,0.0,1.6264442142276119
1964-10-01,256,4,25.60550920013244,24.735831788707628,25.0,0.0,-0.2641682112923716
1965-01-01,257,1,23.927067186685672,25.210780678972846,25.0,0.0,0.21078067897284689
1965-04-01,258,2,26.518061264629814,23.31075248558752,25.0,0.0,-1.6892475144124772
1965-07-01,259,3,25.11270110905153,26.770712776329557,25.0,0.0,1.770712776329556
1965-10-01,260,4,28.09147102696674,24.826971224857203,25.0,0.0,-0.17302877514279558
1966-01-01,261,1,26.287456924425324,25.126825119925222,25.0,0.0,0.12682511992522072
1966-04-01,262,2,23.903836734303667,23.238400182928174,25.0,0.0,-1.7615998170718261
1966-07-01,263,3,28.019046944473185,26.878377901712543,25.0,0.0,1.8783779017125422
1966-10-01,264,4,25.07794714522645,24.75756160164443,25.0,0.0,-0.24243839835557063
1967-01-01,265,1,23.263597734634047,25.22063794997547,25.0,0.0,0.22063794997546993
1967-04-01,266,2,23.095490068062823,23.110201020279035,25.0,0.0,-1.8897989797209653
1967-07-01,267,3,27.479044789660584,26.88565650194791,25.0,0.0,1.8856565019479103
1967-10-01,268,4,22.329523091309984,24.814443227271155,25.0,0.0,-0.1855567727288461
1968-01-01,269,1,24.883557554604796,25.127967261569754,25.0,0.0,0.12796726156975338
1968-04-01,270,2,24.165996578749308,23.209597324761972,25.0,0.0,-1.7904026752380262
1968-07-01,271,3,27.45863324531594,26.87576453393624,25.0,0.0,1.875764533936241
1968-10-01,272,4,23.361084358581678,24.806581885376815,25.0,0.0,-0.19341811462318356
1969-01-01,273,1,26.846987975344785,25.151091312719295,25.0,0.0,0.1510913127192951
1969-04-01,274,2,24.380525037661677,23.129330182584017,25.0,0.0,-1.8706698174159841
1969-07-01,275,3,28.559053333790768,26.85847119230095,25.0,0.0,1.8584711923009514
1969-10-01,276,4,26.97617013168875,24.824246544585336,25.0,0.0,-0.17575345541466514
1970-01-01,277,1,26.4650774464607,25.21721633544684,25.0,0.0,0.2172163354468391
1970-04-01,278,2,24.76880349552125,23.068661457705886,25.0,0.0,-1.9313385422941132
1970-07-01,279,3,25.19559529102001,26.974582283425875,25.0,0.0,1.9745822834258748
1970-10-01,280,4,27.50484582586383,24.783857703079423,25.0,0.0,-0.21614229692057657
1971-01-01,281,1,24.534060630083623,25.135539700693393,25.0,0.0,0.13553970069339244
1971-04-01,282,2,26.295845820426035,23.147158430097406,25.0,0.0,-1.852841569902596
1971-07-01,283,3,28.45131490494091,26.946604174797802,25.0,0.0,1.9466041747978022
1971-10-01,284,4,24.3295714369429,24.836391673996722,25.0,0.0,-0.16360832600327774
1972-01-01,285,1,26.00860191691121,25.017518915585555,25.0,0.0,0.01751891558555587
1972-04-01,286,2,24.144325994098786,23.167196226894625,25.0,0.0,-1.832803773105374
1972-07-01,287,3,28.101650760963242,27.00912383265368,25.0,0.0,2.009123832653683
1972-10-01,288,4,25.04701836133542,24.786779959628696,25.0,0.0,-0.21322004037130443
1973-01-01,289,1,24.831395616872115,24.922844144465206,25.0,0.0,-0.07715585553479581
1973-04-01,290,2,26.110555923855745,23.326159891574356,25.0,0.0,-1.6738401084256436
1973-07-01,291,3,28.65542006837567,26.96184301598474,25.0,0.0,1.9618430159847404
1973-10-01,292,4,25.776931017741738,24.78382395470132,25.0,0.0,-0.2161760452986814
1974-01-01,293,1,22.120063979821328,24.74376774431522,25.0,0.0,-0.2562322556847778
1974-04-01,294,2,24.235423339151822,23.55716918386769,25.0,0.0,-1.4428308161323107
1974-07-01,295,3,25.804061074548827,26.77373907326918,25.0,0.0,1.7737390732691798
1974-10-01,296,4,23.45180510588317,24.881821143989935,25.0,0.0,-0.11817885601006538
1975-01-01,297,1,24.40472461727938,24.807274997835112,25.0,0.0,-0.19272500216488833
1975-04-01,298,2,23.09978875358453,23.587633178075453,25.0,0.0,-1.4123668219245464
1975-07-01,299,3,27.477190503662705,26.757784502301945,25.0,0.0,1.7577845023019434
1975-10-01,300,4,24.216346668611934,24.951387385191975,25.0,0.0,-0.04861261480802509
1976-01-01,301,1,28.447669714525613,24.81144195141479,25.0,0.0,-0.1885580485852127
1976-04-01,302,2,23.8689872256405,23.4390713642614,25.0,0.0,-1.5609286357385974
1976-07-01,303,3,26.31329444749645,26.785647465195034,25.0,0.0,1.7856474651950343
1976-10-01,304,4,24.37751976203376,24.98026542170018,25.0,0.0,-0.019734578299819373
1977-01-01,305,1,25.879838240823627,24.697079131857762,25.0,0.0,-0.30292086814223784
1977-04-01,306,2,25.345037387051413,23.469946793591188,25.0,0.0,-1.5300532064088128
1977-07-01,307,3,26.804257942892285,26.838133808447555,25.0,0.0,1.8381338084475547
1977-10-01,308,4,27.388832625968465,24.984726464559813,25.0,0.0,-0.015273535440185546
1978-01-01,309,1,23.79265541051176,24.677280851968444,25.0,0.0,-0.3227191480315545
1978-04-01,310,2,21.91698459425042,23.493829968978407,25.0,0.0,-1.5061700310215944
1978-07-01,311,3,27.967195700214504,26.817875663517583,25.0,0.0,1.8178756635175837
1978-10-01,312,4,24.16442599785882,25.005682359351965,25.0,0.0,0.005682359351964931
1979-01-01,313,1,25.22994880963348,24.649808622760688,25.0,0.0,-0.3501913772393112
