date,time,phase,y,eta,level,slope,seasonal
1908-07-01,31,3,23.857885079141663,25.017614908266268,24.767614908266268,0.001842995374827272,0.25
1908-10-01,32,4,27.277992678851156,24.707405807188366,24.707405807188366,0.002109103003266102,0.0
1909-01-01,33,1,27.086087150902678,24.434365020438303,24.684365020438303,0.0026101679868317847,-0.25
1909-04-01,34,2,25.084302748064903,24.70065612228428,24.70065612228428,0.002890624135463084,0.0
1909-07-01,35,3,23.38039239412241,24.967213309378682,24.717213309378682,0.0024669279593335495,0.25
1909-10-01,36,4,25.909749391624793,24.763716669592554,24.763716669592554,0.0022443835081676247,0.0
1910-01-01,37,1,25.739541827078813,24.570110970861226,24.820110970861226,0.0016909662858201075,-0.25
1910-04-01,38,2,26.992330783886004,24.72416366787774,24.72416366787774,0.001655391392370615,0.0
1910-07-01,39,3,25.388876451140824,24.943868144210327,24.693868144210327,0.001692301470072519,0.25
1910-10-01,40,4,26.76781236731976,24.684910682284688,24.684910682284688,0.0017953206703710026,0.0
1911-01-01,41,1,24.347433470014185,24.397571884157994,24.647571884157994,0.0011687823256530875,-0.25
1911-04-01,42,2,26.555162191997102,24.629075109631454,24.629075109631454,0.0009675118059174235,0.0
1911-07-01,43,3,25.207763973343045,24.92574125173514,24.67574125173514,0.0006764758941692883,0.25
1911-10-01,44,4,26.24603200598033,24.67194991929125,24.67194991929125,0.0008042798797809671,0.0
1912-01-01,45,1,25.81202556834306,24.43664679897603,24.68664679897603,0.0010327676107585238,-0.25
1912-04-01,46,2,24.936377085195147,24.66031486673765,24.66031486673765,9.75028965662407e-05,0.0
1912-07-01,47,3,23.32210397265708,24.903061062257752,24.653061062257752,-0.0007648684573506292,0.25
1912-10-01,48,4,25.392503240951168,24.652168207560287,24.652168207560287,-0.0013720084285207298,0.0
1913-01-01,49,1,26.28986435973279,24.438880539073082,24.688880539073082,-0.0014606771794615967,-0.25
1913-04-01,50,2,24.890772313142072,24.7739983678546,24.7739983678546,-0.0006310248307776663,0.0
1913-07-01,51,3,26.128918531891227,25.074640651899948,24.824640651899948,-0.00047416249082426673,0.25
1913-10-01,52,4,26.387105139657837,24.800900784946606,24.800900784946606,0.0009011358203428803,0.0
1914-01-01,53,1,26.343770270959247,24.445561667193388,24.695561667193388,0.00012880322475810778,-0.25
1914-04-01,54,2,25.66843634097922,24.725567664225075,24.725567664225075,-0.0008734187621795694,0.0
1914-07-01,55,3,25.74622055114391,25.036883011205802,24.786883011205802,-0.00024119880554091856,0.25
1914-10-01,56,4,24.128159084516405,24.71400032331667,24.71400032331667,-0.00017746815062498117,0.0
1915-01-01,57,1,24.838272512458357,24.480598910969455,24.730598910969455,-0.00035287187813509767,-0.25
1915-04-01,58,2,24.775741040956675,24.823317336035824,24.823317336035824,-0.0011810039229138854,0.0
1915-07-01,59,3,24.54113087526328,25.03905619575651,24.78905619575651,-0.0015871527929840878,0.25
1915-10-01,60,4,25.89221214637675,24.81801334911391,24.81801334911391,-0.0012696717275344732,0.0
1916-01-01,61,1,27.488534270749444,24.589921097815775,24.839921097815775,-0.00127615681036263,-0.25
1916-04-01,62,2,24.520022008948896,24.798237482653626,24.798237482653626,-0.0013455651653793224,0.0
1916-07-01,63,3,28.04918680103777,25.057550674862885,24.807550674862885,-0.001982185236954759,0.25
1916-10-01,64,4,23.626954948502714,24.79324145894809,24.79324145894809,-0.001217245393089548,0.0
1917-01-01,65,1,23.158255439059875,24.586739862252205,24.836739862252205,-0.0016241242042825967,-0.25
1917-04-01,66,2,24.639653524527073,24.805621681071838,24.805621681071838,-0.001856863162681879,0.0
1917-07-01,67,3,26.31134139139602,25.075898771218515,24.825898771218515,-0.0018023966848280102,0.25
1917-10-01,68,4,24.037985317810644,24.82126951568446,24.82126951568446,-0.0022851777915558016,0.0
1918-01-01,69,1,25.602951379150195,24.50817025214881,24.75817025214881,-0.001733616694962365,-0.25
1918-04-01,70,2,23.66325610574366,24.7164126996659,24.7164126996659,-0.000945047982064514,0.0
1918-07-01,71,3,23.834710502467995,25.047512594571813,24.797512594571813,-0.0005668200609894307,0.25
1918-10-01,72,4,26.71017019866315,24.8211021533542,24.8211021533542,-0.0006983786612337433,0.0
1919-01-01,73,1,25.16626820729394,24.584362465904746,24.834362465904746,-0.0005901373983821275,-0.25
1919-04-01,74,2,23.348893709577133,24.911182083285706,24.911182083285706,-0.0005836755190528341,0.0
1919-07-01,75,3,23.49356545705611,25.172711497081572,24.922711497081572,-0.0009418448210437686,0.25
1919-10-01,76,4,26.03295841692381,24.94191255627393,24.94191255627393,-0.0010581965735847096,0.0
1920-01-01,77,1,26.2502113817269,24.66294282359546,24.91294282359546,-0.0016318973715029324,-0.25
1920-04-01,78,2,27.636831745653353,24.99043231090271,24.99043231090271,-0.0014439893197497299,0.0
1920-07-01,79,3,26.318480575650096,25.34209937336141,25.09209937336141,-0.0009419289725387012,0.25
1920-10-01,80,4,24.29919943792624,25.04969768261372,25.04969768261372,-0.0005903652075514722,0.0
1921-01-01,81,1,25.224394451426964,24.78416055189915,25.03416055189915,8.548231710226784e-05,-0.25
1921-04-01,82,2,27.65900289202891,25.041231431803453,25.041231431803453,0.0003006754144944802,0.0
1921-07-01,83,3,25.91938346837983,25.296635607323775,25.046635607323775,0.0012537029672913392,0.25
1921-10-01,84,4,24.165307493106667,24.996707957370962,24.996707957370962,0.0015929581000853825,0.0
1922-01-01,85,1,25.08518658497396,24.78020251698179,25.03020251698179,0.0019822001660837274,-0.25
1922-04-01,86,2,24.100203614462707,25.08479700556512,25.08479700556512,0.001816912367942187,0.0
1922-07-01,87,3,25.571450565637765,25.5090674549887,25.2590674549887,0.0021956777984036865,0.25
1922-10-01,88,4,26.47991502788098,25.26022844579136,25.26022844579136,0.002554627704846897,0.0
1923-01-01,89,1,24.169295233584435,25.06728104395902,25.31728104395902,0.002247584670898682,-0.25
1923-04-01,90,2,27.22223938880231,25.283842286925275,25.283842286925275,0.0021354901016632593,0.0
1923-07-01,91,3,27.760340179071182,25.537008591698367,25.287008591698367,0.0023030282856744124,0.25
1923-10-01,92,4,24.49550641613758,25.40078206413408,25.40078206413408,0.0031246235605909157,0.0
1924-01-01,93,1,26.368332113463538,25.220011966217903,25.470011966217903,0.0035975814539236806,-0.25
1924-04-01,94,2,24.57821575786664,25.464922647933072,25.464922647933072,0.002228713639099833,0.0
1924-07-01,95,3,26.18865509502443,25.769923069124363,25.519923069124363,0.002725884613032932,0.25
1924-10-01,96,4,26.033721992242018,25.463645835077266,25.463645835077266,0.00386819925365925,0.0
1925-01-01,97,1,23.762305525576433,25.25555042240152,25.50555042240152,0.0034990899181881105,-0.25
1925-04-01,98,2,25.283203388625868,25.608527147902855,25.608527147902855,0.003596009897169786,0.0
1925-07-01,99,3,27.956093033957913,25.925839719498388,25.675839719498388,0.0037261581309077606,0.25
1925-10-01,100,4,26.26975738056434,25.642687712598875,25.642687712598875,0.0036308147575695358,0.0
1926-01-01,101,1,23.604915409202643,25.458032235970144,25.708032235970144,0.004156221998770695,-0.25
1926-04-01,102,2,24.980429877025987,25.653124782379635,25.653124782379635,0.0050654925633916385,0.0
1926-07-01,103,3,28.913710498242384,25.9683369915978,25.7183369915978,0.004161823960192076,0.25
1926-10-01,104,4,28.131556827177672,25.767909239875745,25.767909239875745,0.004007633213316158,0.0
1927-01-01,105,1,24.386107149080885,25.535599726866376,25.785599726866376,0.00363943925436518,-0.25
1927-04-01,106,2,24.5129694943107,25.74620124542101,25.74620124542101,0.003396824045191939,0.0
1927-07-01,107,3,27.38761470889231,26.000211031449265,25.750211031449265,0.0030043637189171354,0.25
1927-10-01,108,4,27.040923130999598,25.8225126747389,25.8225126747389,0.0039018275923844033,0.0
1928-01-01,109,1,24.15536292647308,25.604931116610626,25.854931116610626,0.00409520525446562,-0.25
1928-04-01,110,2,25.666522574395557,25.829937937379402,25.829937937379402,0.003789286667193659,0.0
1928-07-01,111,3,27.411456467169483,26.065663841238273,25.815663841238273,0.004012027202194605,0.25
1928-10-01,112,4,26.640069574796712,25.74106827029803,25.74106827029803,0.004314987197486145,0.0
1929-01-01,113,1,24.416003749222128,25.485043062494846,25.735043062494846,0.004321042967140956,-0.25
1929-04-01,114,2,21.647535954424345,25.72648791421236,25.72648791421236,0.004444002557807303,0.0
1929-07-01,115,3,26.935953229586747,25.885162988134244,25.635162988134244,0.004789907954314037,0.25
1929-10-01,116,4,24.709045933967676,25.605497702865524,25.605497702865524,0.00485988074938986,0.0
1930-01-01,117,1,24.790343638352724,25.367410900882042,25.617410900882042,0.003933295192782057,-0.25
1930-04-01,118,2,26.20033421700026,25.61784303123419,25.61784303123419,0.004186388147469223,0.0
1930-07-01,119,3,25.3972859583175,25.88941751832531,25.63941751832531,0.0047137109532637295,0.25
1930-10-01,120,4,26.57798653100074,25.5885913671109,25.5885913671109,0.004853306657577563,0.0
1931-01-01,121,1,25.067032623830233,25.3188704783804,25.5688704783804,0.004516364011372153,-0.25
1931-04-01,122,2,25.668999896204443,25.573126380977698,25.573126380977698,0.003961383888993036,0.0
1931-07-01,123,3,25.298699398705008,25.847673567135853,25.597673567135853,0.0039034275905114792,0.25
1931-10-01,124,4,24.973583429879533,25.658225617175024,25.658225617175024,0.004422263245488334,0.0
1932-01-01,125,1,28.152508545935873,25.406607878963605,25.656607878963605,0.003976226255855237,-0.25
1932-04-01,126,2,26.995644088082905,25.719236907049616,25.719236907049616,0.0030550218231589496,0.0
1932-07-01,127,3,28.767770656093752,25.939370842822168,25.689370842822168,0.0037684218282408076,0.25
1932-10-01,128,4,27.535515425833633,25.61801765879865,25.61801765879865,0.004372005131654358,0.0
1933-01-01,129,1,26.967857322839503,25.4104802708284,25.6604802708284,0.004323433207763847,-0.25
1933-04-01,130,2,25.115384889258745,25.665310287446,25.665310287446,0.004062984052053354,0.0
1933-07-01,131,3,25.327703251488966,25.900022858151335,25.650022858151335,0.0045369241079341125,0.25
1933-10-01,132,4,26.321905987832153,25.622606497318596,25.622606497318596,0.004488624888811473,0.0
1934-01-01,133,1,25.849848388205267,25.384457428468806,25.634457428468806,0.0041276027065313345,-0.25
1934-04-01,134,2,25.043258385162126,25.631352281971758,25.631352281971758,0.004523780758654273,0.0
1934-07-01,135,3,27.047647983430373,25.91754343216644,25.66754343216644,0.004223992875655496,0.25
1934-10-01,136,4,27.989750121748735,25.74707004685458,25.74707004685458,0.0034518832668792446,0.0
1935-01-01,137,1,24.20676781262594,25.456705716316783,25.706705716316783,0.003431680069866359,-0.25
1935-04-01,138,2,27.218017560258915,25.801388779854566,25.801388779854566,0.003565703995859115,0.0
1935-07-01,139,3,26.874950749991843,26.142226662324127,25.892226662324127,0.0034149986698859365,0.25
1935-10-01,140,4,26.170922052950008,25.817469742942297,25.817469742942297,0.004214223437501044,0.0
1936-01-01,141,1,25.9621389567814,25.53296833908429,25.78296833908429,0.004092180308729288,-0.25
1936-04-01,142,2,24.13342221345735,25.78541404754936,25.78541404754936,0.004166533796293415,0.0
1936-07-01,143,3,24.824170269105696,26.018538186827165,25.768538186827165,0.0035981938837408,0.25
1936-10-01,144,4,24.1875902266662,25.701475506442776,25.701475506442776,0.0031843483793480513,0.0
1937-01-01,145,1,26.96433683496037,25.50672884243617,25.75672884243617,0.0024385764010115365,-0.25
1937-04-01,146,2,26.62315554181741,25.86116645333812,25.86116645333812,0.001777235507625086,0.0
1937-07-01,147,3,24.751723039225304,26.01122972379439,25.76122972379439,0.0023109352474588825,0.25
1937-10-01,148,4,27.163264277448217,25.794701453617026,25.794701453617026,0.002789130155566505,0.0
1938-01-01,149,1,24.41796267820684,25.489131957568674,25.739131957568674,0.002576772603496997,-0.25
1938-04-01,150,2,25.494866401101376,25.79684393927973,25.79684393927973,0.0022022545652306434,0.0
1938-07-01,151,3,26.599352723904833,26.059464393306598,25.809464393306598,0.0017266220293252845,0.25
1938-10-01,152,4,26.45026222243877,25.74688887439074,25.74688887439074,0.0016203370156106583,0.0
1939-01-01,153,1,24.67795811746082,25.619198282468933,25.869198282468933,0.0015893120640861045,-0.25
1939-04-01,154,2,28.561411507797974,25.85446610405231,25.85446610405231,0.0017563587394768775,0.0
1939-07-01,155,3,27.971000292847442,26.10694630906269,25.85694630906269,0.0019345944329828767,0.25
1939-10-01,156,4,26.38187539197264,25.763342341188196,25.763342341188196,0.0019847851645493075,0.0
1940-01-01,157,1,26.484337343628077,25.57387596602205,25.82387596602205,0.0022849765590343962,-0.25
1940-04-01,158,2,25.254096583087517,25.830098156790616,25.830098156790616,0.0010405141578984428,0.0
1940-07-01,159,3,25.993839468901122,26.19728926679098,25.94728926679098,0.0007335270037479053,0.25
1940-10-01,160,4,24.713713468117977,25.929276664794134,25.929276664794134,0.00045009038420995746,0.0
1941-01-01,161,1,25.414451057004154,25.640828274224358,25.890828274224358,0.0010515403718455688,-0.25
1941-04-01,162,2,29.0103074539714,25.970292333038962,25.970292333038962,0.0006499103960730686,0.0
1941-07-01,163,3,26.745162465667924,26.173894517812442,25.923894517812442,0.0012334437454484069,0.25
1941-10-01,164,4,27.67338349075642,25.87168522081912,25.87168522081912,0.0007588383093544882,0.0
1942-01-01,165,1,27.277655907739128,25.59024594234245,25.84024594234245,0.0013535575301015907,-0.25
1942-04-01,166,2,25.33611931959637,25.802086081364386,25.802086081364386,0.0007612954146576874,0.0
1942-07-01,167,3,24.829001203343047,26.113528421838023,25.863528421838023,0.00022022348148587338,0.25
1942-10-01,168,4,26.08868113233786,25.82984232588982,25.82984232588982,5.359347011120935e-05,0.0
1943-01-01,169,1,25.136278644318693,25.603900793508735,25.853900793508735,-0.0004445950600296679,-0.25
1943-04-01,170,2,26.793275922241847,25.91750786812473,25.91750786812473,-0.0006966714092038759,0.0
1943-07-01,171,3,27.761819773142946,26.199317177133917,25.949317177133917,0.0003155590065972778,0.25
1943-10-01,172,4,29.862014867793686,26.03858828131926,26.03858828131926,0.00034064031706359897,0.0
1944-01-01,173,1,27.76812751656008,25.797691342091987,26.047691342091987,-1.535209081661475e-05,-0.25
1944-04-01,174,2,28.618300513705474,26.03992161113462,26.03992161113462,0.0012610160512881517,0.0
1944-07-01,175,3,25.15542157232082,26.347788345453992,26.097788345453992,0.001836463262143677,0.25
1944-10-01,176,4,26.409876803071775,26.102665801006147,26.102665801006147,0.0022062652014503527,0.0
1945-01-01,177,1,28.478887582278205,25.849996055797085,26.099996055797085,0.0016616403475942835,-0.25
1945-04-01,178,2,27.095028452440676,26.083470489477456,26.083470489477456,0.0019882464471745625,0.0
1945-07-01,179,3,25.956057247884182,26.307932939436835,26.057932939436835,0.0025974360052271697,0.25
1945-10-01,180,4,27.932180205417616,25.96370892598861,25.96370892598861,0.002950116626368519,0.0
1946-01-01,181,1,27.610531462651327,25.745464858496536,25.995464858496536,0.0026917007485452314,-0.25
1946-04-01,182,2,25.10087288647864,26.0020821393662,26.0020821393662,0.0025069154960933003,0.0
1946-07-01,183,3,25.929875751212254,26.302118034290825,26.052118034290825,0.0026437362717746907,0.25
1946-10-01,184,4,27.613149911719177,26.046599391756015,26.046599391756015,0.002555978249601879,0.0
1947-01-01,185,1,23.12466953376182,25.852504901694505,26.102504901694505,0.002286628671496935,-0.25
1947-04-01,186,2,26.32848932454429,26.069081305039855,26.069081305039855,0.002026625931484974,0.0
1947-07-01,187,3,26.107733876502365,26.31920194615459,26.06920194615459,0.001478564938427991,0.25
1947-10-01,188,4,25.29537784167547,26.04394703694246,26.04394703694246,0.001133261427142469,0.0
1948-01-01,189,1,27.68276204643474,25.877091609677635,26.127091609677635,0.00086051986118798,-0.25
1948-04-01,190,2,29.075317420427563,26.153404981858248,26.153404981858248,0.0014244246329776456,0.0
1948-07-01,191,3,27.12094309438647,26.374108730928135,26.124108730928135,0.0013244075126618822,0.25
1948-10-01,192,4,25.981088481597475,26.142909884487324,26.142909884487324,0.00022350638749893512,0.0
1949-01-01,193,1,29.22931182864454,25.964769498097,26.214769498097,0.0005145133259378426,-0.25
1949-04-01,194,2,25.332165155454152,26.23266778094783,26.23266778094783,0.00022545402657106852,0.0
1949-07-01,195,3,25.108147065479034,26.487831969638943,26.237831969638943,-0.0004427376072691652,0.25
1949-10-01,196,4,27.136554555677684,26.25416396313061,26.25416396313061,-0.00028967988620900173,0.0
1950-01-01,197,1,26.829323761957113,26.07464735434962,26.32464735434962,-0.0006933444858919042,-0.25
1950-04-01,198,2,25.153957829738363,26.213603018132144,26.213603018132144,-0.000589387959696303,0.0
1950-07-01,199,3,26.75613311421398,26.475040550433874,26.225040550433874,-6.657180092251936e-05,0.25
1950-10-01,200,4,26.850891852934517,26.181614352467825,26.181614352467825,-0.00047515625713676193,0.0
1951-01-01,201,1,27.682047312213026,25.974457193442845,26.224457193442845,-0.0010753195697444037,-0.25
1951-04-01,202,2,26.94121950209094,26.21193305764495,26.21193305764495,-0.0010731236284444758,0.0
1951-07-01,203,3,29.556074340799363,26.478362541072173,26.228362541072173,-0.0014832209104524827,0.25
1951-10-01,204,4,29.520466368139957,26.28591086649832,26.28591086649832,-0.000653888641191425,0.0
1952-01-01,205,1,23.826942050436227,25.975028676188014,26.225028676188014,-0.0015646213495773215,-0.25
1952-04-01,206,2,28.164117169809977,26.212528695597214,26.212528695597214,-0.002016183861311573,0.0
1952-07-01,207,3,28.659889213615436,26.46790929933328,26.21790929933328,-0.0018070471910680622,0.25
1952-10-01,208,4,26.74595010530683,26.24602566297047,26.24602566297047,-0.0016853600973851877,0.0
1953-01-01,209,1,25.39476557132572,26.035136376945474,26.285136376945474,-0.002423967754990565,-0.25
1953-04-01,210,2,25.46105814129837,26.311632486788216,26.311632486788216,-0.0029394567979262,0.0
1953-07-01,211,3,24.922983494644438,26.551015924002566,26.301015924002566,-0.0025962856951453066,0.25
1953-10-01,212,4,26.54237067928149,26.272374279981115,26.272374279981115,-0.003420906886601764,0.0
1954-01-01,213,1,27.59308131922992,26.00398605460499,26.25398605460499,-0.002755438414336118,-0.25
1954-04-01,214,2,28.357870957968895,26.280179095132777,26.280179095132777,-0.0021857762097890893,0.0
1954-07-01,215,3,28.80014938153043,26.574866715407577,26.324866715407577,-0.002291912263925797,0.25
1954-10-01,216,4,26.38356237540622,26.21920119918102,26.21920119918102,-0.00157250162232902,0.0
1955-01-01,217,1,27.127637950700183,26.000657959498113,26.250657959498113,0.0001376898330246255,-0.25
1955-04-01,218,2,29.67282557985963,26.18895391167588,26.18895391167588,-0.000362992317284688,0.0
1955-07-01,219,3,27.748417583385688,26.43090831910976,26.18090831910976,-0.0005382108852014934,0.25
1955-10-01,220,4,27.06459803035027,26.161188586880815,26.161188586880815,-0.0003431314381139326,0.0
1956-01-01,221,1,25.4263281194383,25.928626400174274,26.178626400174274,0.00015277980732785227,-0.25
1956-04-01,222,2,26.793461482325167,26.122953231900823,26.122953231900823,0.0010591752068135917,0.0
1956-07-01,223,3,28.476197774370654,26.3850624580278,26.1350624580278,0.001641888009973161,0.25
1956-10-01,224,4,26.084342096019693,26.16072646943113,26.16072646943113,0.0010408905127761582,0.0
1957-01-01,225,1,27.61823037430603,25.949157117017165,26.199157117017165,0.0003102804160293619,-0.25
1957-04-01,226,2,30.251658692143465,26.22591776288424,26.22591776288424,0.0005139415529788476,0.0
1957-07-01,227,3,29.63183482793871,26.452185707764297,26.202185707764297,0.00038973757026905027,0.25
1957-10-01,228,4,26.52178480653301,26.218459925427855,26.218459925427855,-0.0002307931351076613,0.0
1958-01-01,229,1,28.33264259254224,25.967379757864606,26.217379757864606,0.00038194117233890883,-0.25
1958-04-01,230,2,27.97028459540363,26.251682270165347,26.251682270165347,0.00027124850391014026,0.0
1958-07-01,231,3,27.085520607863856,26.533065636358973,26.283065636358973,0.0008683284882618673,0.25
1958-10-01,232,4,29.902144899790628,26.28911898129577,26.28911898129577,0.0014197008717891227,0.0
1959-01-01,233,1,24.775922051564358,26.018156390362826,26.268156390362826,0.0014387399934369506,-0.25
1959-04-01,234,2,25.395727103939553,26.262435252976516,26.262435252976516,0.0019292413794149126,0.0
1959-07-01,235,3,26.90348340699044,26.535715261584045,26.285715261584045,0.002462263613731387,0.25
1959-10-01,236,4,26.339559161987438,26.280741070514342,26.280741070514342,0.0018570886325437385,0.0
1960-01-01,237,1,23.49488364233206,25.954067436741592,26.204067436741592,0.0017596168777732114,-0.25
1960-04-01,238,2,25.284431071073,26.191287020080747,26.191287020080747,0.00167556678322053,0.0
1960-07-01,239,3,27.574887864276924,26.42770927561656,26.17770927561656,0.001353116749775987,0.25
1960-10-01,240,4,25.47764019293765,26.150705181906027,26.150705181906027,0.0017626769464146844,0.0
1961-01-01,241,1,27.316236022122027,25.831360661675042,26.081360661675042,0.001263128612032352,-0.25
1961-04-01,242,2,25.964911136410304,26.05058001742571,26.05058001742571,0.0007697250628554208,0.0
1961-07-01,243,3,28.169200920651576,26.28027481526836,26.03027481526836,0.0009223970975660528,0.25
1961-10-01,244,4,26.477509082221758,25.994580259627472,25.994580259627472,0.0007301300025819696,0.0
1962-01-01,245,1,25.032525763146687,25.69864398480066,25.94864398480066,0.0005572757692244033,-0.25
1962-04-01,246,2,27.5767187853598,25.96330457794341,25.96330457794341,0.0003891286218392554,0.0
1962-07-01,247,3,25.499171526020447,26.158991892018154,25.908991892018154,0.0005054330132110802,0.25
1962-10-01,248,4,25.484874132170155,25.935391462841324,25.935391462841324,0.0015219520625481796,0.0
1963-01-01,249,1,27.005228160692113,25.767584824343682,26.017584824343682,0.0009384274174647577,-0.25
1963-04-01,250,2,27.25156365713604,26.03927021333065,26.03927021333065,0.0012002309778056685,0.0
1963-07-01,251,3,26.667451021576404,26.265897235440388,26.015897235440388,0.0010787830076428057,0.25
1963-10-01,252,4,24.853325560101435,26.005177677071753,26.005177677071753,0.0016494762861415657,0.0
1964-01-01,253,1,27.376801556128182,25.779394308652165,26.029394308652165,0.0017540934468922255,-0.25
1964-04-01,254,2,24.28180283875046,26.068994387797485,26.068994387797485,0.0021363654745795695,0.0
1964-07-01,255,3,27.03347602742923,26.186844576576537,25.936844576576537,0.001880600074044411,0.25
1964-10-01,256,4,26.098951611758913,25.938509231176084,25.938509231176084,0.0019246972022258714,0.0
1965-01-01,257,1,25.709334617078103,25.630421409490783,25.880421409490783,0.002484564686582393,-0.25
1965-04-01,258,2,26.32618593707465,25.876109424996617,25.876109424996617,0.0022098334970365877,0.0
1965-07-01,259,3,26.592128543819037,26.19693879232788,25.94693879232788,0.0008942766521443963,0.25
1965-10-01,260,4,25.34453914517015,25.928642915436885,25.928642915436885,0.0002336674634327566,0.0
1966-01-01,261,1,26.996301285119515,25.628089780337476,25.878089780337476,-0.0003163196102204458,-0.25
1966-04-01,262,2,25.305995298172807,25.90289358000142,25.90289358000142,-0.0013718269119810747,0.0
1966-07-01,263,3,27.18029650522481,26.182215261347576,25.932215261347576,-0.0016143843029610984,0.25
1966-10-01,264,4,24.656449419058205,25.896539292202274,25.896539292202274,-0.001868417382292832,0.0
1967-01-01,265,1,26.589437587661134,25.51488240501313,25.76488240501313,-0.0017774810228376047,-0.25
1967-04-01,266,2,28.01455966704963,25.749737790936237,25.749737790936237,-0.0026875940618420347,0.0
1967-07-01,267,3,26.1352057417792,26.049533340758675,25.799533340758675,-0.0015752971801458072,0.25
1967-10-01,268,4,26.902736882344545,25.789975791791864,25.789975791791864,-0.0016658905304830088,0.0
1968-01-01,269,1,26.055441348215126,25.567920822301847,25.817920822301847,-0.0014128602273545952,-0.25
1968-04-01,270,2,25.01471922549268,25.815021744080756,25.815021744080756,-0.0015046286848184815,0.0
1968-07-01,271,3,26.46765579114576,26.008623796870594,25.758623796870594,-0.001061373326507863,0.25
1968-10-01,272,4,27.33429744622608,25.79637148803262,25.79637148803262,-0.0005825723972162077,0.0
1969-01-01,273,1,27.931383234316563,25.496426628668896,25.746426628668896,-0.0006126241304960965,-0.25
1969-04-01,274,2,25.80600420654646,25.81216030064339,25.81216030064339,-0.00032420187515682747,0.0
1969-07-01,275,3,24.916856661433155,26.05991999394981,25.80991999394981,-0.0008653593827758219,0.25
1969-10-01,276,4,25.580385339073818,25.69380887598264,25.69380887598264,-0.0006857474035537441,0.0
1970-01-01,277,1,24.84565675540334,25.38444277382916,25.63444277382916,-0.0005581202749683456,-0.25
1970-04-01,278,2,26.87393074179465,25.594865299121057,25.594865299121057,-0.0001582431791273343,0.0
1970-07-01,279,3,25.872516515028973,25.870554701552365,25.620554701552365,0.0001250477842747579,0.25
1970-10-01,280,4,24.14162439600944,25.563789968418142,25.563789968418142,0.0006834334565832946,0.0
1971-01-01,281,1,26.83585698952912,25.32796411886659,25.57796411886659,0.0005669857801620762,-0.25
1971-04-01,282,2,26.835345817239713,25.627551383308962,25.627551383308962,0.0008751452678946085,0.0
1971-07-01,283,3,25.600647968504525,25.889438689806,25.639438689806,0.000694560626869938,0.25
