date,Prec
1912-07-25,31.1
1912-08-23,33.6
1912-09-08,15.1
1912-10-01,22.1
1912-11-30,21.6
1912-12-15,17.6
1913-01-11,15.2
1913-02-01,11.5
1913-03-07,21.0
1913-04-11,15.7
1913-05-30,34.1
1913-06-01,12.2
1913-07-22,27.5
1913-08-31,7.4
1913-09-17,16.1
1913-10-14,8.5
1913-11-13,18.3
1913-12-05,9.1
1914-01-09,25.0
1914-02-13,10.8
1914-03-05,18.2
1914-04-05,11.2
1914-05-31,15.2
1914-06-07,16.9
1914-07-28,32.5
1914-08-05,19.1
1914-09-19,25.0
1914-10-25,9.8
1914-11-11,14.4
1914-12-29,17.9
1915-01-07,20.1
1915-02-23,14.5
1915-03-25,8.1
1915-04-05,16.0
1915-05-04,11.4
1915-06-10,26.5
1915-07-17,13.2
1915-08-10,17.8
1915-09-28,11.7
1915-10-25,9.5
1915-11-01,14.2
1915-12-09,19.0
1916-01-07,9.1
1916-02-18,12.2
1916-03-07,12.6
1916-04-18,22.2
1916-05-02,11.4
1916-06-26,16.3
1916-07-04,40.6
1916-08-29,20.9
1916-09-18,26.5
1916-10-17,12.7
1916-11-07,17.1
1916-12-29,33.2
1917-01-07,9.0
1917-02-17,8.2
1917-03-19,11.2
1917-04-06,16.2
1917-05-18,32.3
1917-06-08,26.2
1917-07-31,36.8
1917-08-11,14.2
1917-09-19,5.1
1917-10-23,14.8
1917-11-20,15.1
1917-12-03,6.6
1918-01-15,37.2
1918-02-07,8.5
1918-03-19,10.7
1918-04-06,11.8
1918-05-23,10.9
1918-06-20,7.2
1918-07-23,15.1
1918-08-23,28.0
1918-09-30,11.8
1918-10-15,18.6
1918-11-06,14.1
1918-12-12,21.6
1919-01-15,8.5
1919-02-22,8.6
1919-03-04,19.8
1919-04-29,16.1
1919-05-02,10.0
1919-06-26,9.4
1919-07-19,33.3
1919-08-26,9.4
1919-09-14,25.4
1919-10-15,26.6
1919-11-15,17.1
1919-12-03,18.2
1920-01-10,18.2
1920-02-10,12.5
1920-03-08,5.7
1920-04-27,22.6
1920-05-12,12.6
1920-06-20,9.2
1920-07-12,28.0
1920-08-18,13.1
1920-09-05,20.8
1920-10-18,6.7
1920-11-15,13.6
1920-12-04,17.2
1921-01-12,12.0
1921-02-16,3.3
1921-03-19,11.4
1921-04-14,7.5
1921-05-12,4.1
1921-06-04,5.1
1921-07-19,2.4
1921-08-10,6.0
1921-09-10,8.6
1921-10-22,10.2
1921-11-06,21.5
1921-12-28,9.2
1922-01-04,18.0
1922-02-02,13.6
1922-03-03,8.7
1922-04-03,29.2
1922-05-01,4.1
1922-06-09,40.7
1922-07-05,24.8
1922-08-08,33.6
1922-09-19,18.5
1922-10-01,13.4
1922-11-07,11.3
1922-12-18,7.8
1923-01-19,16.2
1923-02-02,17.5
1923-03-03,10.2
1923-04-22,8.9
1923-05-08,28.1
1923-06-03,9.8
1923-07-15,39.2
1923-08-26,11.7
1923-09-19,16.7
1923-10-10,24.7
1923-11-28,15.0
1923-12-08,14.2
1924-01-18,7.7
1924-02-24,8.4
1924-03-21,10.2
1924-04-30,16.6
1924-05-22,27.0
1924-06-02,21.3
1924-07-25,22.8
1924-08-07,33.3
1924-09-21,30.1
1924-10-31,22.3
1924-11-01,35.4
1924-12-27,24.4
1925-01-03,32.7
1925-02-26,10.7
1925-03-27,19.1
1925-04-30,19.5
1925-05-01,13.7
1925-06-24,10.4
1925-07-31,18.5
1925-08-19,32.4
1925-09-09,16.4
1925-10-26,20.2
1925-11-28,34.0
1925-12-30,18.0
1926-01-02,14.6
1926-02-17,23.3
1926-03-29,7.4
1926-04-18,8.6
1926-05-16,15.3
1926-06-13,12.5
1926-07-04,46.8
1926-08-07,28.2
1926-09-28,19.9
1926-10-31,26.1
1926-11-13,13.7
1926-12-17,11.3
1927-01-14,9.0
1927-02-01,13.5
1927-03-25,12.1
1927-04-14,12.7
1927-05-31,13.2
1927-06-25,8.4
1927-07-21,13.7
1927-08-20,19.1
1927-09-10,17.7
1927-10-22,10.5
1927-11-06,15.3
1927-12-23,21.8
1928-01-18,9.8
1928-02-10,8.7
1928-03-21,7.4
1928-04-29,25.5
1928-05-20,18.6
1928-06-26,14.3
1928-07-28,10.4
1928-08-29,20.1
1928-09-28,7.2
1928-10-18,20.2
1928-11-25,19.8
1928-12-27,13.0
1929-01-16,9.6
1929-02-24,7.2
1929-03-06,1.9
1929-04-10,21.5
1929-05-08,4.0
1929-06-12,21.1
1929-07-28,7.1
1929-08-01,15.5
1929-09-30,13.4
1929-10-03,28.5
1929-11-11,19.8
1929-12-15,11.1
1930-01-11,13.6
1930-02-04,10.5
1930-03-15,7.4
1930-04-16,13.6
1930-05-25,24.6
1930-06-15,22.7
1930-07-04,32.9
1930-08-13,18.8
1930-09-11,11.7
1930-10-25,21.1
1930-11-02,21.3
1930-12-13,8.3
1931-01-23,11.4
1931-02-28,17.1
1931-03-23,16.4
1931-04-26,17.8
1931-05-26,26.5
1931-06-05,15.1
1931-07-07,23.0
1931-08-31,17.8
1931-09-05,20.2
1931-10-29,18.9
1931-11-05,9.9
1931-12-10,13.1
1932-01-06,10.1
1932-02-23,4.1
1932-03-30,11.8
1932-04-29,13.5
1932-05-09,12.3
1932-06-03,8.9
1932-07-05,17.6
1932-08-26,19.8
1932-09-23,33.9
1932-10-20,25.5
1932-11-24,7.0
1932-12-03,10.3
1933-01-08,6.5
1933-02-01,11.8
1933-03-19,14.6
1933-04-25,5.3
1933-05-25,37.9
1933-06-12,30.1
1933-07-08,18.5
1933-08-16,10.8
1933-09-13,30.5
1933-10-26,33.3
1933-11-11,10.8
1933-12-27,3.4
1934-01-18,7.9
1934-02-28,4.4
1934-03-06,13.1
1934-04-17,18.0
1934-05-03,15.5
1934-06-27,18.6
1934-07-24,10.0
1934-08-13,11.8
1934-09-19,11.2
1934-10-31,23.2
1934-11-05,21.3
1934-12-02,14.0
1935-01-05,11.2
1935-02-10,9.2
1935-03-23,10.4
1935-04-09,16.9
1935-05-14,8.5
1935-06-14,21.1
1935-07-20,4.0
1935-08-12,33.4
1935-09-05,25.0
1935-10-27,26.4
1935-11-30,24.2
1935-12-08,12.7
1936-01-18,15.4
1936-02-01,10.5
1936-03-29,3.7
1936-04-20,12.1
1936-05-21,8.6
1936-06-21,17.8
1936-07-14,15.4
1936-08-20,3.3
1936-09-25,11.0
1936-10-19,20.4
1936-11-17,11.5
1936-12-06,10.0
1937-01-06,18.5
1937-02-05,15.9
1937-03-22,11.4
1937-04-20,22.3
1937-05-30,13.5
1937-06-11,13.4
1937-07-16,27.1
1937-08-21,18.0
1937-09-18,9.6
1937-10-04,3.3
1937-11-10,8.0
1937-12-05,15.7
1938-01-13,33.9
1938-02-12,12.3
1938-03-25,16.4
1938-04-02,5.4
1938-05-17,10.7
1938-06-08,23.9
1938-07-05,9.1
1938-08-29,14.6
1938-09-05,11.2
1938-10-03,16.7
1938-11-21,23.1
1938-12-29,10.7
1939-01-01,16.0
1939-02-25,7.8
1939-03-22,14.0
1939-04-14,11.0
1939-05-16,27.8
1939-06-30,12.2
1939-07-30,14.9
1939-08-23,14.2
1939-09-14,14.4
1939-10-19,19.0
1939-11-26,26.6
1939-12-08,7.8
1940-01-26,8.7
1940-02-17,8.7
1940-03-17,19.7
1940-04-04,14.5
1940-05-28,15.1
1940-06-12,18.5
1940-07-06,24.8
1940-08-20,13.6
1940-09-13,16.1
1940-10-06,9.5
1940-11-03,60.1
1940-12-30,13.3
1941-01-20,17.5
1941-02-28,9.6
1941-03-25,22.8
1941-04-19,3.5
1941-05-01,15.7
1941-06-05,11.3
1941-07-15,19.7
1941-08-09,15.3
1941-09-14,9.4
1941-10-28,24.1
1941-11-06,8.1
1941-12-06,18.3
1942-01-23,17.1
1942-02-03,10.9
1942-03-31,14.9
1942-04-02,6.9
1942-05-20,13.6
1942-06-12,14.9
1942-07-10,72.4
1942-08-31,9.6
1942-09-23,16.4
1942-10-30,13.5
1942-11-05,11.8
1942-12-01,16.7
1943-01-01,16.6
1943-02-15,7.2
1943-03-31,5.5
1943-04-07,9.6
1943-05-06,14.2
1943-06-16,9.1
1943-07-21,50.8
1943-08-06,20.5
1943-09-28,14.1
1943-10-22,6.2
1943-11-06,21.7
1943-12-19,17.6
1944-01-09,18.3
1944-02-08,11.2
1944-03-03,5.9
1944-04-03,9.1
1944-05-31,5.0
1944-06-17,9.9
1944-07-29,13.1
1944-08-19,7.9
1944-09-24,13.7
1944-10-10,15.2
1944-11-09,18.7
1944-12-06,13.6
1945-01-18,21.8
1945-02-11,13.0
1945-03-05,7.2
1945-04-28,8.5
1945-05-21,25.4
1945-06-12,9.2
1945-07-26,23.8
1945-08-09,41.3
1945-09-25,10.8
1945-10-26,14.6
1945-11-11,13.6
1945-12-27,8.1
1946-01-28,26.6
1946-02-08,20.8
1946-03-01,20.0
1946-04-05,13.3
1946-05-13,17.8
1946-06-08,16.6
1946-07-24,14.9
1946-08-16,16.0
1946-09-20,15.3
1946-10-03,20.6
1946-11-07,7.3
1946-12-02,15.5
1947-01-14,3.9
1947-02-28,5.5
1947-03-10,25.0
1947-04-06,19.6
1947-05-10,12.2
1947-06-05,8.6
1947-07-16,19.8
1947-08-05,8.1
1947-09-08,9.6
1947-10-08,11.0
1947-11-09,21.0
1947-12-27,27.2
1948-01-12,19.5
1948-02-07,10.0
1948-03-16,17.1
1948-04-02,12.0
1948-05-25,19.3
1948-06-14,13.2
1948-07-15,21.5
1948-08-02,23.8
1948-09-05,13.8
1948-10-17,11.5
1948-11-07,11.6
1948-12-31,9.6
1949-01-03,4.6
1949-02-12,5.4
1949-03-14,15.9
1949-04-25,6.1
1949-05-19,13.8
1949-06-03,11.5
1949-07-18,5.9
1949-08-02,12.6
1949-09-01,11.1
1949-10-22,13.8
1949-11-08,9.9
1949-12-03,19.8
1950-01-15,12.8
1950-02-24,13.9
1950-03-17,7.0
1950-04-02,12.6
1950-05-23,34.3
1950-06-08,18.2
1950-07-04,28.1
1950-08-03,17.5
1950-09-15,19.9
1950-10-02,6.6
1950-11-02,17.4
1950-12-17,17.5
1951-01-11,16.7
1951-02-17,10.9
1951-03-17,23.5
1951-04-09,22.1
1951-05-07,16.5
1951-06-22,11.1
1951-07-10,16.8
1951-08-09,24.2
1951-09-02,28.2
1951-10-31,5.0
1951-11-20,14.6
1951-12-25,18.7
1952-01-02,21.3
1952-02-11,15.2
1952-03-24,9.9
1952-04-16,4.9
1952-05-06,9.8
1952-06-08,5.0
1952-07-03,51.1
1952-08-20,38.0
1952-09-04,10.0
1952-10-13,11.7
1952-11-07,18.7
1952-12-20,21.8
1953-01-25,6.8
1953-02-10,13.5
1953-03-11,4.0
1953-04-03,26.3
1953-05-27,13.2
1953-06-02,13.8
1953-07-31,12.3
1953-08-20,37.5
1953-09-22,14.2
1953-10-28,1.4
1953-11-02,4.8
1953-12-25,8.9
1954-01-20,19.0
1954-02-25,7.7
1954-03-31,10.0
1954-04-02,8.0
1954-05-28,13.9
1954-06-08,8.6
1954-07-17,22.4
1954-08-24,23.6
1954-09-04,34.3
1954-10-24,13.6
1954-11-07,8.1
1954-12-13,9.5
1955-01-13,22.2
1955-02-09,11.9
1955-03-05,6.5
1955-04-10,4.2
1955-05-13,15.7
1955-06-08,11.1
1955-07-18,7.0
1955-08-12,13.3
1955-09-12,19.6
1955-10-28,11.8
1955-11-04,11.4
1955-12-09,9.1
1956-01-23,16.0
1956-02-05,6.5
1956-03-03,21.4
1956-04-13,7.7
1956-05-11,6.7
1956-06-11,15.2
1956-07-19,35.6
1956-08-04,16.2
1956-09-30,15.4
1956-10-05,27.8
1956-11-11,14.1
1956-12-12,7.2
1957-01-12,10.4
1957-02-19,22.2
1957-03-17,7.4
1957-04-25,18.9
1957-05-23,10.8
1957-06-24,9.0
1957-07-15,12.4
1957-08-08,34.2
1957-09-22,27.8
1957-10-22,6.8
1957-11-22,6.0
1957-12-07,8.5
1958-01-05,10.6
1958-02-25,24.2
1958-03-27,7.0
1958-04-26,15.1
1958-05-25,12.4
1958-06-23,19.1
1958-07-15,24.3
1958-08-25,14.8
1958-09-29,17.4
1958-10-16,13.5
1958-11-02,11.7
1958-12-20,8.1
1959-01-23,15.3
1959-02-21,5.1
1959-03-05,19.8
1959-04-29,14.7
1959-05-21,3.1
1959-06-05,12.6
1959-07-30,20.3
1959-08-10,16.0
1959-09-21,3.5
1959-10-27,14.5
1959-11-09,10.3
1959-12-24,10.3
1960-01-25,14.5
1960-02-25,10.7
1960-03-26,17.7
1960-04-07,11.9
1960-05-20,13.8
1960-06-24,15.8
1960-07-17,19.5
1960-08-10,14.1
1960-09-20,48.0
1960-10-10,19.8
1960-11-03,18.6
1960-12-03,24.2
1961-01-30,19.8
1961-02-27,22.0
1961-03-30,5.6
1961-04-07,19.8
1961-05-04,7.1
1961-06-12,22.1
1961-07-12,22.2
1961-08-16,16.5
1961-09-28,16.2
1961-10-17,32.4
1961-11-26,24.6
1961-12-11,11.5
1962-01-10,13.8
1962-02-12,21.9
1962-03-30,16.6
1962-04-05,20.7
1962-05-14,9.6
1962-06-18,10.3
1962-07-15,59.6
1962-08-17,27.0
1962-09-04,10.4
1962-10-26,20.0
1962-11-15,13.4
1962-12-14,14.0
1963-01-03,7.4
1963-02-12,6.8
1963-03-18,8.2
1963-04-30,11.0
1963-05-21,9.7
1963-06-14,60.4
1963-07-01,22.3
1963-08-18,16.0
1963-09-05,11.3
1963-10-06,25.4
1963-11-17,11.0
1963-12-26,5.8
1964-01-28,5.0
1964-02-17,5.0
1964-03-19,11.8
1964-04-23,11.6
1964-05-31,25.3
1964-06-18,24.6
1964-07-18,12.8
1964-08-07,16.0
1964-09-15,27.0
1964-10-23,25.4
1964-11-16,16.1
1964-12-04,25.8
1965-01-09,14.9
1965-02-12,7.9
1965-03-24,11.0
1965-04-17,16.7
1965-05-27,45.8
1965-06-16,32.2
1965-07-16,23.7
1965-08-07,15.4
1965-09-03,12.8
1965-10-28,13.8
1965-11-29,20.4
1965-12-09,18.4
1966-01-01,10.8
1966-02-09,16.6
1966-03-28,13.1
1966-04-18,11.9
1966-05-22,11.3
1966-06-18,39.8
1966-07-19,17.1
1966-08-06,13.9
1966-09-14,9.6
1966-10-23,30.7
1966-11-09,22.7
1966-12-09,20.7
1967-01-05,10.9
1967-02-20,14.8
1967-03-12,21.6
1967-04-06,7.0
1967-05-25,15.6
1967-06-23,16.2
1967-07-18,8.6
1967-08-01,14.9
1967-09-20,14.8
1967-10-04,15.1
1967-11-14,11.8
1967-12-23,15.2
1968-01-06,11.8
1968-02-19,8.8
1968-03-06,11.5
1968-04-30,7.8
1968-05-25,7.4
1968-06-25,8.3
1968-07-06,16.3
1968-08-29,14.1
1968-09-14,17.6
1968-10-28,9.2
1968-11-23,8.6
1968-12-27,19.7
1969-01-14,8.0
1969-02-11,7.0
1969-03-11,13.8
1969-04-22,13.1
1969-05-31,11.3
1969-06-23,54.4
1969-07-24,36.2
1969-08-01,15.0
1969-09-22,3.4
1969-10-14,3.1
1969-11-28,17.3
1969-12-14,12.7
1970-01-23,8.1
1970-02-21,16.7
1970-03-17,8.0
1970-04-24,11.6
1970-05-01,6.1
1970-06-27,10.2
1970-07-14,20.9
1970-08-07,29.1
1970-09-15,15.1
1970-10-20,20.0
1970-11-02,12.0
1970-12-02,6.6
1971-01-26,9.8
1971-02-15,10.0
1971-03-17,9.1
1971-04-26,9.3
1971-05-16,41.6
1971-06-18,22.4
1971-07-23,22.9
1971-08-14,14.2
1971-09-23,8.5
1971-10-13,9.2
1971-11-18,27.5
1971-12-09,6.8
1972-01-27,12.6
1972-02-07,7.8
1972-03-10,11.9
1972-04-10,8.8
1972-05-16,17.2
1972-06-30,19.1
1972-07-09,26.0
1972-08-12,14.7
1972-09-09,17.8
1972-10-27,6.5
1972-11-17,16.0
1972-12-06,8.2
1973-01-26,8.8
1973-02-12,9.8
1973-03-06,8.4
1973-04-01,18.0
1973-05-01,13.3
1973-06-01,22.7
1973-07-27,11.5
1973-08-27,9.0
1973-09-28,23.8
1973-10-15,26.5
1973-11-26,21.6
1973-12-16,8.2
1974-01-28,10.0
1974-02-07,18.0
1974-03-11,18.6
1974-04-24,7.1
1974-05-30,23.2
1974-06-27,24.5
1974-07-24,14.6
1974-08-03,21.8
1974-09-05,18.3
1974-10-22,31.7
1974-11-15,23.2
1974-12-25,15.2
1975-01-28,10.7
1975-02-18,14.6
1975-03-27,20.7
1975-04-02,11.1
1975-05-02,5.7
1975-06-22,12.0
1975-07-17,13.9
1975-08-09,12.5
1975-09-25,19.2
1975-10-16,2.0
1975-11-15,21.5
1975-12-01,17.8
1976-01-26,10.2
1976-02-12,16.4
1976-03-26,9.0
1976-04-13,5.2
1976-05-20,6.3
1976-06-01,8.2
1976-07-12,34.0
1976-08-27,11.8
1976-09-15,11.3
1976-10-15,16.5
1976-11-30,19.5
1976-12-06,20.8
1977-01-09,15.0
1977-02-19,10.8
1977-03-20,26.7
1977-04-22,12.6
1977-05-11,15.4
1977-06-06,23.8
1977-07-28,24.4
1977-08-07,7.0
1977-09-30,10.3
1977-10-04,5.6
1977-11-02,16.1
1977-12-06,13.8
1978-01-11,8.6
1978-02-01,9.5
1978-03-25,17.5
1978-04-26,12.0
1978-05-01,47.3
1978-06-02,16.9
1978-07-02,19.9
1978-08-29,6.8
1978-09-28,10.6
1978-10-17,11.7
1978-11-24,6.2
1978-12-30,16.1
1979-01-13,10.9
1979-02-01,13.3
1979-03-13,12.4
1979-04-23,9.3
1979-05-01,9.9
1979-06-10,17.8
1979-07-31,5.4
1979-08-01,36.0
1979-09-03,2.7
1979-10-11,10.8
1979-11-08,22.8
1979-12-11,14.2
1980-01-03,10.6
1980-02-02,15.5
1980-03-31,24.1
1980-04-20,14.5
1980-05-02,17.2
1980-06-30,20.2
1980-07-20,39.1
1980-08-08,25.1
1980-09-08,4.0
1980-10-06,17.0
1980-11-15,12.4
1980-12-17,18.3
1981-01-14,33.5
1981-02-28,13.4
1981-03-09,21.3
1981-04-26,14.4
1981-05-21,22.2
1981-06-28,48.5
1981-07-18,6.3
1981-08-06,19.6
1981-09-20,18.9
1981-10-06,13.4
1981-11-27,17.4
1981-12-30,17.3
1982-01-26,11.2
1982-02-07,4.5
1982-03-03,14.0
1982-04-07,11.4
1982-05-19,10.0
1982-06-23,24.0
1982-07-02,12.5
1982-08-18,14.8
1982-09-25,16.1
1982-10-07,51.0
1982-11-12,12.7
1982-12-05,17.6
1983-01-31,24.4
1983-02-25,9.2
1983-03-31,15.6
1983-04-26,13.9
1983-05-13,8.6
1983-06-01,14.3
1983-07-26,8.7
1983-08-02,3.7
1983-09-10,8.8
1983-10-08,8.4
1983-11-27,20.2
1983-12-25,10.1
1984-01-14,10.0
1984-02-06,21.4
1984-03-02,11.5
1984-04-05,11.1
1984-05-28,34.1
1984-06-03,10.4
1984-07-14,11.5
1984-08-05,8.0
1984-09-14,39.7
1984-10-19,28.0
1984-11-22,14.5
1984-12-17,12.0
1985-01-25,10.0
1985-02-08,7.8
1985-03-26,11.5
1985-04-06,19.3
1985-05-19,13.3
1985-06-24,30.7
1985-07-28,19.7
1985-08-31,14.0
1985-09-03,8.0
1985-10-07,15.3
1985-11-05,14.7
1985-12-07,12.6
1986-01-05,16.7
1986-02-28,6.8
1986-03-27,23.4
1986-04-21,8.4
1986-05-06,9.9
1986-06-06,26.9
1986-07-10,7.5
1986-08-28,13.8
1986-09-15,41.6
1986-10-21,44.8
1986-11-19,18.5
1986-12-25,14.4
1987-01-01,14.9
1987-02-15,22.2
1987-03-23,18.7
1987-04-11,6.7
1987-05-12,13.3
1987-06-07,16.9
1987-07-16,22.2
1987-08-24,24.6
1987-09-13,9.3
1987-10-07,19.5
1987-11-25,19.9
1987-12-16,4.7
1988-01-10,15.8
1988-02-29,18.7
1988-03-13,15.6
1988-04-18,9.0
1988-05-26,25.3
1988-06-29,6.6
1988-07-03,18.0
1988-08-24,16.0
1988-09-13,15.4
1988-10-06,21.8
1988-11-30,10.6
1988-12-04,18.7
1989-01-05,9.8
1989-02-19,8.2
1989-03-07,26.6
1989-04-13,13.0
1989-05-12,9.2
1989-06-04,14.8
1989-07-31,8.2
1989-08-31,15.4
1989-09-12,15.5
1989-10-29,12.4
1989-11-10,5.8
1989-12-15,23.8
1990-01-23,21.7
1990-02-28,16.8
1990-03-25,8.6
1990-04-21,12.4
1990-05-11,12.6
1990-06-26,18.8
1990-07-07,11.1
1990-08-15,15.3
1990-09-29,8.6
1990-10-28,34.4
1990-11-19,13.1
1990-12-29,21.8
1991-01-03,14.7
1991-02-15,8.4
1991-03-01,7.5
1991-04-30,25.2
1991-05-03,6.4
1991-06-24,10.4
1991-07-02,21.2
1991-08-22,13.2
1991-09-24,15.8
1991-10-17,5.3
1991-11-03,28.0
1991-12-17,20.4
1992-01-04,14.0
1992-02-11,10.5
1992-03-12,14.8
1992-04-26,12.8
1992-05-30,11.2
1992-06-02,53.0
1992-07-03,17.4
1992-08-09,31.3
1992-09-02,7.0
1992-10-25,16.8
1992-11-16,18.5
1992-12-02,16.6
1993-01-11,15.8
1993-02-26,6.9
1993-03-05,2.7
1993-04-14,8.1
1993-05-26,19.3
1993-06-12,19.5
1993-07-24,19.7
1993-08-15,9.3
1993-09-15,14.5
1993-10-14,18.2
1993-11-13,22.6
1993-12-12,20.3
1994-01-27,12.6
1994-02-03,8.0
1994-03-18,21.7
1994-04-08,8.7
1994-05-26,22.4
1994-06-04,22.6
1994-07-31,28.0
1994-08-19,17.5
1994-09-07,21.7
1994-10-29,15.7
1994-11-14,16.8
1994-12-27,26.6
1995-01-22,21.0
1995-02-19,11.4
1995-03-28,10.6
1995-04-17,14.0
1995-05-28,28.6
1995-06-04,24.3
1995-07-11,19.9
1995-08-28,5.7
1995-09-26,21.7
1995-10-01,1.4
1995-11-16,13.3
1995-12-22,22.8
1996-01-06,7.2
1996-02-12,23.3
1996-03-21,8.4
1996-04-10,2.7
1996-05-26,12.4
1996-06-22,6.1
1996-07-02,15.2
1996-08-29,56.7
1996-09-30,15.5
1996-10-31,12.6
1996-11-29,16.5
1996-12-03,9.3
1997-01-18,1.6
1997-02-04,18.7
1997-03-19,4.7
1997-04-26,8.3
1997-05-04,12.7
1997-06-26,13.3
1997-07-17,21.9
1997-08-25,16.3
1997-09-01,5.8
1997-10-09,22.8
1997-11-06,13.7
