date,TXm_seasonal
1917-03-01,11.56304347826087
1917-06-01,21.34565217391304
1917-09-01,13.534065934065934
1917-12-01,5.272222222222222
1918-03-01,13.695652173913043
1918-06-01,20.321739130434782
1918-09-01,12.685714285714287
1918-12-01,5.705555555555556
1919-03-01,12.279347826086957
1919-06-01,19.72717391304348
1919-09-01,11.930769230769231
1919-12-01,7.6681318681318675
1920-03-01,14.01195652173913
1920-06-01,19.496739130434783
1920-09-01,13.736263736263735
1920-12-01,6.7411111111111115
1921-03-01,14.706521739130435
1921-06-01,22.653260869565216
1921-09-01,15.0978021978022
1921-12-01,5.2155555555555555
1922-03-01,12.589130434782609
1922-06-01,19.39673913043478
1922-09-01,11.207692307692307
1922-12-01,6.546666666666667
1923-03-01,12.553260869565218
1923-06-01,20.241304347826087
1923-09-01,12.985714285714286
1923-12-01,4.015384615384615
1924-03-01,12.770652173913044
1924-06-01,19.642391304347825
1924-09-01,13.714285714285714
1924-12-01,6.975555555555555
1925-03-01,12.666304347826086
1925-06-01,20.815217391304348
1925-09-01,11.872527472527473
1925-12-01,6.606666666666667
1926-03-01,13.1
1926-06-01,20.24891304347826
1926-09-01,13.861538461538462
1926-12-01,5.326666666666666
1927-03-01,13.514130434782608
1927-06-01,20.144565217391303
1927-09-01,13.173626373626373
1927-12-01,5.5758241758241756
1928-03-01,12.843478260869563
1928-06-01,21.502173913043478
1928-09-01,14.380219780219779
1928-12-01,1.8577777777777778
1929-03-01,13.192391304347826
1929-06-01,20.870652173913044
1929-09-01,15.247252747252746
1929-12-01,7.398888888888889
1930-03-01,13.621739130434783
1930-06-01,21.643478260869564
1930-09-01,14.025274725274725
1930-12-01,5.017777777777778
1931-03-01,13.067391304347826
1931-06-01,20.28804347826087
1931-09-01,13.206593406593406
1931-12-01,5.327472527472527
1932-03-01,12.044565217391304
1932-06-01,22.323913043478264
1932-09-01,13.568131868131868
1932-12-01,5.367777777777778
1933-03-01,14.450000000000001
1933-06-01,21.878260869565217
1933-09-01,13.753846153846153
1933-12-01,3.2777777777777777
1934-03-01,14.083695652173914
1934-06-01,22.203260869565216
1934-09-01,14.796703296703297
1934-12-01,6.947777777777778
1935-03-01,12.65
1935-06-01,22.380434782608695
1935-09-01,14.206593406593406
1935-12-01,6.041758241758242
1936-03-01,13.243478260869566
1936-06-01,21.277173913043477
1936-09-01,12.819780219780219
1936-12-01,6.795555555555556
1937-03-01,12.843478260869563
1937-06-01,21.258695652173913
1937-09-01,13.76153846153846
1937-12-01,5.59
1938-03-01,13.281521739130437
1938-06-01,21.65434782608696
1938-09-01,15.256043956043955
1938-12-01,5.94
1939-03-01,13.027173913043478
1939-06-01,21.695652173913043
1939-09-01,13.840659340659341
1939-12-01,2.2032967032967035
1940-03-01,13.924999999999999
1940-06-01,21.016304347826086
1940-09-01,13.912087912087912
1940-12-01,2.602222222222222
1941-03-01,11.90108695652174
1941-06-01,21.8
1941-09-01,13.823076923076924
1941-12-01,1.5855555555555554
1942-03-01,13.681521739130435
1942-06-01,21.398913043478263
1942-09-01,14.438461538461539
1942-12-01,6.946666666666667
1943-03-01,15.35
1943-06-01,21.096739130434784
1943-09-01,13.95934065934066
1943-12-01,4.616483516483517
1944-03-01,12.996739130434783
1944-06-01,21.703260869565216
1944-09-01,13.14065934065934
1944-12-01,4.855555555555555
1945-03-01,15.578260869565218
1945-06-01,21.894565217391303
1945-09-01,14.546153846153846
1945-12-01,5.904444444444445
1946-03-01,14.657608695652174
1946-06-01,20.07391304347826
1946-09-01,13.763736263736265
1946-12-01,1.597777777777778
1947-03-01,14.879347826086958
1947-06-01,24.495652173913044
1947-09-01,15.680219780219781
1947-12-01,6.891208791208792
1948-03-01,15.48913043478261
1948-06-01,20.394565217391303
1948-09-01,14.426373626373627
1948-12-01,7.569999999999999
1949-03-01,13.565217391304348
1949-06-01,22.144565217391303
1949-09-01,15.646153846153846
1949-12-01,6.654444444444445
1950-03-01,13.828260869565218
1950-06-01,22.81413043478261
1950-09-01,13.018681318681319
1950-12-01,4.847777777777778
1951-03-01,12.424999999999999
1951-06-01,21.31195652173913
1951-09-01,14.974725274725275
1951-12-01,5.823076923076923
1952-03-01,15.48804347826087
1952-06-01,22.132608695652173
1952-09-01,11.739560439560439
1952-12-01,3.9311111111111114
1953-03-01,14.411956521739132
1953-06-01,20.95
1953-09-01,14.740659340659342
1953-12-01,4.974444444444444
1954-03-01,13.329347826086956
1954-06-01,19.34130434782609
1954-09-01,14.358241758241757
1954-12-01,5.302222222222222
1955-03-01,11.969565217391304
1955-06-01,21.41521739130435
1955-09-01,14.079120879120879
1955-12-01,3.6439560439560443
1956-03-01,12.834782608695651
1956-06-01,18.621739130434783
1956-09-01,13.45934065934066
1956-12-01,7.178888888888889
1957-03-01,14.039130434782608
1957-06-01,21.506521739130434
1957-09-01,13.161538461538463
1957-12-01,6.0344444444444445
1958-03-01,12.034782608695652
1958-06-01,20.68695652173913
1958-09-01,13.874725274725273
1958-12-01,5.865555555555555
1959-03-01,15.27282608695652
1959-06-01,23.28804347826087
1959-09-01,15.920879120879121
1959-12-01,6.461538461538462
1960-03-01,14.408695652173913
1960-06-01,20.44782608695652
1960-09-01,14.065934065934066
1960-12-01,6.687777777777778
1961-03-01,14.799999999999999
1961-06-01,20.382608695652173
1961-09-01,14.817582417582418
1961-12-01,5.587777777777777
1962-03-01,10.944565217391304
1962-06-01,19.57391304347826
1962-09-01,13.33956043956044
1962-12-01,0.7433333333333334
1963-03-01,12.710869565217392
1963-06-01,20.217391304347824
1963-09-01,14.489010989010989
1963-12-01,3.8692307692307697
1964-03-01,13.145652173913044
1964-06-01,21.733695652173914
1964-09-01,13.703296703296703
1964-12-01,4.437777777777778
1965-03-01,12.621739130434783
1965-06-01,19.835869565217394
1965-09-01,13.474725274725275
1965-12-01,6.374444444444445
1966-03-01,13.406521739130437
1966-06-01,20.618478260869566
1966-09-01,13.596703296703296
1966-12-01,6.8355555555555565
1967-03-01,13.36413043478261
1967-06-01,21.608695652173914
1967-09-01,13.825274725274724
1967-12-01,4.503296703296703
1968-03-01,13.589130434782609
1968-06-01,20.398913043478263
1968-09-01,13.76923076923077
1968-12-01,4.4222222222222225
1969-03-01,12.922826086956523
1969-06-01,21.360869565217392
1969-09-01,15.203296703296703
1969-12-01,3.8955555555555557
1970-03-01,11.206521739130435
1970-06-01,21.719565217391306
1970-09-01,15.007692307692308
1970-12-01,5.746666666666667
1971-03-01,13.421739130434782
1971-06-01,21.14673913043478
1971-09-01,14.069230769230769
1971-12-01,6.396703296703297
1972-03-01,13.384782608695653
1972-06-01,20.218478260869563
1972-09-01,13.01208791208791
1972-12-01,6.0377777777777775
1973-03-01,12.779347826086957
1973-06-01,22.599999999999998
1973-09-01,14.219780219780219
1973-12-01,7.22
1974-03-01,13.86413043478261
1974-06-01,20.64673913043478
1974-09-01,12.253846153846153
1974-12-01,8.853333333333333
1975-03-01,11.769565217391303
1975-06-01,22.56413043478261
1975-09-01,13.472527472527473
1975-12-01,5.603296703296703
1976-03-01,13.572826086956523
1976-06-01,24.844565217391303
1976-09-01,14.286813186813186
1976-12-01,5.62
1977-03-01,12.952173913043477
1977-06-01,19.833695652173912
1977-09-01,14.382417582417581
1977-12-01,5.957777777777778
1978-03-01,13.066304347826087
1978-06-01,19.866304347826087
1978-09-01,14.002197802197802
1978-12-01,2.9299999999999997
1979-03-01,12.282608695652174
1979-06-01,20.18586956521739
1979-09-01,14.437362637362638
1979-12-01,6.41978021978022
1980-03-01,12.427173913043477
1980-06-01,20.107608695652175
1980-09-01,13.537362637362639
1980-12-01,5.254444444444444
1981-03-01,14.372826086956522
1981-06-01,20.233695652173914
1981-09-01,13.696703296703298
1981-12-01,5.023333333333333
1982-03-01,13.529347826086957
1982-06-01,22.144565217391303
1982-09-01,15.303296703296702
1982-12-01,5.903333333333332
1983-03-01,12.345652173913043
1983-06-01,23.843478260869563
1983-09-01,14.26923076923077
1983-12-01,5.9131868131868135
1984-03-01,11.606521739130434
1984-06-01,21.25108695652174
1984-09-01,14.564835164835166
1984-12-01,3.3744444444444444
1985-03-01,12.828260869565218
1985-06-01,20.922826086956523
1985-09-01,12.982417582417584
1985-12-01,4.1755555555555555
1986-03-01,12.694565217391306
1986-06-01,21.741304347826087
1986-09-01,14.332967032967032
1986-12-01,3.75
1987-03-01,12.457608695652173
1987-06-01,20.37391304347826
1987-09-01,14.37912087912088
1987-12-01,7.245054945054944
1988-03-01,14.048913043478262
1988-06-01,20.47065217391304
1988-09-01,13.748351648351647
1988-12-01,7.85
1989-03-01,15.246739130434783
1989-06-01,23.01413043478261
1989-09-01,15.440659340659339
1989-12-01,8.87888888888889
1990-03-01,15.68695652173913
1990-06-01,22.633695652173916
1990-09-01,14.340659340659341
1990-12-01,4.903333333333333
1991-03-01,14.091304347826087
1991-06-01,21.653260869565216
1991-09-01,14.562637362637362
1991-12-01,6.268131868131868
1992-03-01,14.878260869565217
1992-06-01,22.345652173913045
1992-09-01,13.55054945054945
1992-12-01,6.363333333333334
1993-03-01,15.558695652173913
1993-06-01,20.86195652173913
1993-09-01,11.614285714285716
1993-12-01,6.707777777777778
1994-03-01,13.81304347826087
1994-06-01,23.377173913043475
1994-09-01,14.772527472527472
1994-12-01,7.96
1995-03-01,13.701086956521738
1995-06-01,23.405434782608697
1995-09-01,15.264835164835164
1995-12-01,3.920879120879121
1996-03-01,12.470652173913043
1996-06-01,21.53586956521739
1996-09-01,13.131868131868131
1996-12-01,4.731111111111111
1997-03-01,14.430434782608694
1997-06-01,22.902173913043477
1997-09-01,14.613186813186813
1997-12-01,7.911111111111111
1998-03-01,14.6
1998-06-01,21.120652173913044
1998-09-01,12.627472527472527
1998-12-01,6.7877777777777775
1999-03-01,14.93695652173913
1999-06-01,22.190217391304348
1999-09-01,14.793406593406594
1999-12-01,7.161538461538462
2000-03-01,14.665217391304349
2000-06-01,21.130434782608695
2000-09-01,14.771428571428572
2000-12-01,7.023333333333333
2001-03-01,13.830434782608696
2001-06-01,22.37173913043478
2001-09-01,14.523076923076921
2001-12-01,7.148888888888889
2002-03-01,14.617391304347825
2002-06-01,21.911956521739132
2002-09-01,14.545054945054945
2002-12-01,5.838888888888889
2003-03-01,15.518478260869566
2003-06-01,24.49021739130435
2003-09-01,14.350549450549451
2003-12-01,6.7010989010989
2004-03-01,14.213043478260868
2004-06-01,21.88695652173913
2004-09-01,14.775824175824175
2004-12-01,5.772222222222222
2005-03-01,14.441304347826087
2005-06-01,22.529347826086955
2005-09-01,16.075824175824177
2005-12-01,5.036666666666667
2006-03-01,13.729347826086956
2006-06-01,23.62826086956522
2006-09-01,17.917582417582416
2006-12-01,8.97888888888889
2007-03-01,17.182608695652174
2007-06-01,21.60326086956522
2007-09-01,13.854945054945054
2007-12-01,8.528571428571428
2008-03-01,14.903260869565216
2008-06-01,21.619565217391305
2008-09-01,14.010989010989011
2008-12-01,4.996666666666666
2009-03-01,15.844565217391304
2009-06-01,23.281521739130437
2009-09-01,15.9
2009-12-01,4.252222222222222
2010-03-01,13.9
2010-06-01,23.20434782608696
2010-09-01,13.847252747252746
2010-12-01,5.191111111111111
2011-03-01,17.344565217391306
2011-06-01,21.21630434782609
2011-09-01,16.79230769230769
2011-12-01,6.710989010989011
2012-03-01,15.048913043478262
2012-06-01,21.9
2012-09-01,14.712087912087911
2012-12-01,4.998888888888889
2013-03-01,11.492391304347825
2013-06-01,22.78478260869565
2013-09-01,14.674725274725276
2013-12-01,8.887777777777778
2014-03-01,16.26304347826087
2014-06-01,21.508695652173913
2014-09-01,16.428571428571427
2014-12-01,6.2
2015-03-01,14.289130434782608
2015-06-01,23.085869565217394
2015-09-01,14.802197802197803
2015-12-01,8.721978021978023
2016-03-01,13.405434782608696
2016-06-01,21.806521739130435
2016-09-01,14.803296703296702
2016-12-01,6.543333333333333
2017-03-01,15.876086956521737
2017-06-01,23.15869565217391
2017-09-01,14.820879120879122
2017-12-01,6.275555555555555
2018-03-01,16.133695652173913
2018-06-01,24.717391304347824
2018-09-01,16.040659340659342
2018-12-01,8.065555555555555
2019-03-01,14.670652173913044
2019-06-01,24.01521739130435
2019-09-01,14.816483516483515
2019-12-01,8.80989010989011
2020-03-01,16.235869565217392
2020-06-01,23.542391304347827
2020-09-01,16.057142857142857
2020-12-01,7.062222222222222
2021-03-01,12.993478260869566
2021-06-01,21.78586956521739
2021-09-01,15.223076923076922
2021-12-01,7.931111111111111
2022-03-01,16.18695652173913
2022-06-01,24.660869565217393
2022-09-01,16.693406593406593
2022-12-01,6.632258064516129
