date,TXx,TXn,TNx,TNn
1907-09-01,25.5,14.2,15.9,2.1
1907-10-01,19.9,10.1,12.6,3.5
1907-11-01,15.9,2.5,9.3,-2.5
1907-12-01,12.6,-2.7,7.2,-4.8
1908-01-01,8.7,-6.6,5.2,-13.0
1908-02-01,9.8,0.8,6.4,-4.0
1908-03-01,11.8,-0.1,4.2,-2.9
1908-04-01,17.0,5.7,5.9,-2.3
1908-05-01,25.0,12.4,13.3,5.6
1908-06-01,28.9,12.5,17.3,4.4
1908-07-01,27.0,16.0,16.7,8.6
1908-08-01,25.4,13.7,15.9,6.3
1908-09-01,24.5,14.7,15.4,5.2
1908-10-01,25.1,4.6,14.2,-3.8
1908-11-01,13.2,3.4,8.9,-6.0
1908-12-01,10.6,-9.1,7.8,-14.8
1909-01-01,9.2,-2.3,4.3,-7.6
1909-02-01,10.1,-2.6,7.5,-8.7
1909-03-01,14.4,-0.5,7.5,-8.3
1909-04-01,23.5,7.1,10.1,-2.4
1909-05-01,27.8,6.5,14.1,-1.0
1909-06-01,27.4,12.6,14.8,5.3
1909-07-01,21.2,11.8,14.4,8.3
1909-08-01,28.4,14.1,16.9,8.0
1909-09-01,22.6,13.3,13.9,5.2
1909-10-01,19.5,7.0,14.9,0.6
1909-11-01,11.7,-0.2,7.4,-6.4
1909-12-01,12.2,0.2,10.0,-3.9
1910-01-01,10.6,0.7,7.3,-5.0
1910-02-01,11.5,0.0,7.9,-6.0
1910-03-01,14.3,4.6,7.3,-2.5
1910-04-01,16.9,6.3,10.1,-1.9
1910-05-01,25.8,7.4,13.5,1.4
1910-06-01,27.2,14.8,16.8,8.3
1910-07-01,25.4,12.8,16.3,9.0
1910-08-01,23.2,16.9,14.5,9.3
1910-09-01,23.7,12.3,14.1,2.0
1910-10-01,21.3,9.3,15.0,2.3
1910-11-01,11.4,0.4,6.6,-4.2
1910-12-01,12.1,1.2,7.6,-3.8
1911-01-01,8.9,-2.0,5.1,-9.6
1911-02-01,11.1,0.2,7.0,-7.7
1911-03-01,18.8,2.2,9.1,-1.6
1911-04-01,20.5,0.4,8.7,-4.6
1911-05-01,24.9,10.5,15.8,3.4
1911-06-01,25.8,12.6,14.6,3.8
1911-07-01,33.9,15.5,20.9,5.7
1911-08-01,34.3,19.1,20.9,9.1
1911-09-01,31.2,11.4,16.0,4.5
1911-10-01,20.3,9.3,10.8,0.1
1911-11-01,14.1,0.3,8.9,-1.7
1911-12-01,10.6,5.0,8.0,0.1
1912-01-01,9.5,-1.0,6.8,-7.6
1912-02-01,15.3,-4.6,9.9,-14.4
1912-03-01,16.7,6.4,9.7,0.6
1912-04-01,19.6,6.5,9.8,-1.1
1912-05-01,28.4,12.7,12.1,2.3
1912-06-01,28.2,13.3,14.3,8.2
1912-07-01,31.5,16.6,21.1,9.2
1912-08-01,23.1,11.5,14.1,8.3
1912-09-01,17.2,10.0,11.1,1.7
1912-10-01,17.3,5.7,11.8,-1.3
1912-11-01,9.6,3.2,7.1,-1.5
1912-12-01,12.8,1.7,10.6,-0.9
1913-01-01,9.9,-0.8,6.2,-4.1
1913-02-01,12.5,0.4,6.8,-6.8
1913-03-01,16.5,4.9,10.0,-1.8
1913-04-01,24.9,3.8,11.7,-2.2
1913-05-01,27.7,10.2,16.0,4.2
1913-06-01,28.5,12.8,16.1,7.3
1913-07-01,25.6,13.1,15.1,5.4
1913-08-01,27.4,12.5,17.1,6.4
1913-09-01,21.6,14.3,13.1,6.7
1913-10-01,20.7,7.2,13.1,0.4
1913-11-01,15.2,6.4,10.5,2.7
1913-12-01,11.0,-0.8,7.3,-5.4
1914-01-01,10.5,-3.8,4.9,-11.6
1914-02-01,14.6,4.4,7.7,-1.3
1914-03-01,17.8,5.5,9.6,-0.5
1914-04-01,23.3,10.1,10.2,1.3
1914-05-01,26.5,9.1,14.0,0.1
1914-06-01,25.5,9.5,13.9,4.0
1914-07-01,29.0,13.9,17.7,8.4
1914-08-01,28.4,14.9,17.0,9.3
1914-09-01,25.8,11.7,17.2,6.3
1914-10-01,17.4,8.4,10.2,1.9
1914-11-01,15.9,-1.6,10.3,-7.6
1914-12-01,14.6,0.4,9.7,-6.2
1915-01-01,10.3,-1.4,7.2,-7.9
1915-02-01,10.4,2.5,4.5,-5.0
1915-03-01,14.8,0.8,9.7,-4.7
1915-04-01,20.9,7.4,8.2,-0.9
1915-05-01,25.6,11.4,14.4,0.2
1915-06-01,32.4,15.4,17.2,6.5
1915-07-01,29.6,16.7,16.9,7.9
1915-08-01,25.4,15.7,15.8,7.2
1915-09-01,25.1,11.4,16.4,5.0
1915-10-01,18.9,5.7,10.5,-0.6
1915-11-01,12.6,-4.1,7.4,-10.4
1915-12-01,14.8,1.4,9.2,-2.2
1916-01-01,12.4,1.0,7.6,-1.5
1916-02-01,11.1,-0.2,6.0,-5.2
1916-03-01,18.3,-0.8,10.3,-3.1
1916-04-01,23.3,7.0,11.9,-1.0
1916-05-01,25.9,11.7,15.3,1.7
1916-06-01,28.1,10.1,14.4,2.8
1916-07-01,25.9,14.8,14.3,7.3
1916-08-01,26.3,15.8,16.8,7.1
1916-09-01,22.8,12.8,14.7,5.9
1916-10-01,18.3,6.8,14.1,-2.2
1916-11-01,15.5,-0.6,11.3,-3.7
1916-12-01,12.9,-0.2,6.4,-3.1
1917-01-01,10.3,-5.1,8.8,-13.0
1917-02-01,9.2,-7.2,2.9,-16.2
1917-03-01,15.8,-0.9,5.5,-6.7
1917-04-01,17.2,2.7,7.2,-2.0
1917-05-01,27.6,11.7,17.3,3.2
1917-06-01,29.9,15.2,18.1,7.3
1917-07-01,27.1,14.6,16.2,8.0
1917-08-01,24.9,14.9,15.3,9.3
1917-09-01,25.7,15.4,14.5,4.4
1917-10-01,24.3,5.2,13.2,0.1
1917-11-01,12.0,4.5,9.6,-0.8
1917-12-01,8.1,-5.2,4.1,-9.2
1918-01-01,12.9,-0.6,9.1,-8.9
1918-02-01,12.4,-0.5,8.4,-6.9
1918-03-01,17.0,0.2,6.9,-4.7
1918-04-01,18.3,6.6,9.2,-2.3
1918-05-01,29.7,9.4,15.5,4.3
1918-06-01,22.9,13.6,13.8,4.7
1918-07-01,28.5,15.4,18.1,7.6
1918-08-01,32.0,17.3,17.7,6.4
1918-09-01,24.6,13.2,15.2,2.4
1918-10-01,16.4,9.1,9.8,1.4
1918-11-01,14.4,0.0,8.3,-5.6
1918-12-01,13.3,1.4,10.5,-1.8
1919-01-01,9.8,-3.5,7.9,-6.0
1919-02-01,13.8,-4.6,7.1,-13.8
1919-03-01,14.0,2.2,8.9,-2.8
1919-04-01,15.3,5.9,7.5,-2.7
1919-05-01,25.1,9.3,13.2,3.6
1919-06-01,31.0,12.8,18.4,5.2
1919-07-01,26.5,13.6,14.6,6.0
1919-08-01,28.8,14.0,17.0,5.7
1919-09-01,30.8,8.5,18.2,1.8
1919-10-01,19.4,4.8,12.3,-0.9
1919-11-01,11.3,-1.4,7.8,-4.8
1919-12-01,11.6,-0.1,8.4,-4.5
1920-01-01,12.1,-1.0,7.2,-4.9
1920-02-01,16.8,4.6,6.5,-1.8
1920-03-01,21.0,4.1,10.5,-0.8
1920-04-01,17.1,8.3,10.6,1.9
1920-05-01,24.4,12.5,15.8,1.5
1920-06-01,26.3,12.0,14.5,5.2
1920-07-01,27.0,14.0,16.6,7.2
1920-08-01,24.0,13.6,12.6,6.9
1920-09-01,22.5,14.4,13.5,5.6
1920-10-01,23.6,5.7,13.3,-1.2
1920-11-01,14.4,3.1,8.7,-5.8
1920-12-01,13.6,-6.1,8.9,-10.8
1921-01-01,13.1,3.5,10.9,-4.3
1921-02-01,14.8,0.4,4.8,-5.0
1921-03-01,16.6,6.1,7.0,-2.2
1921-04-01,21.5,4.7,10.4,-2.8
1921-05-01,28.1,7.1,13.2,0.0
1921-06-01,27.1,11.5,14.9,6.0
1921-07-01,34.2,16.9,17.9,4.9
1921-08-01,31.6,16.9,16.0,6.3
1921-09-01,28.0,16.8,14.5,2.4
1921-10-01,26.3,8.1,14.8,-1.1
1921-11-01,12.9,-4.1,7.6,-10.7
1921-12-01,11.9,-3.3,7.6,-12.1
1922-01-01,11.3,-3.4,4.7,-10.4
1922-02-01,16.3,-5.0,8.9,-11.5
1922-03-01,17.0,2.2,9.2,-3.8
1922-04-01,21.6,5.5,11.4,-3.4
1922-05-01,32.3,7.2,19.8,0.0
1922-06-01,27.9,13.0,13.8,4.7
1922-07-01,25.8,13.1,15.1,8.1
1922-08-01,25.4,15.9,15.2,7.2
1922-09-01,22.8,10.6,13.2,3.8
1922-10-01,16.3,3.6,13.0,-5.2
1922-11-01,10.1,-1.1,6.9,-2.9
1922-12-01,11.2,3.2,5.9,-2.9
1923-01-01,9.2,-0.1,7.3,-4.7
1923-02-01,11.9,2.7,8.6,-4.5
1923-03-01,20.4,2.8,10.1,-0.7
1923-04-01,22.1,3.1,9.3,-1.4
1923-05-01,27.3,7.2,14.2,1.3
1923-06-01,22.2,11.2,12.6,3.3
1923-07-01,33.0,15.9,22.7,6.4
1923-08-01,30.3,16.7,16.9,6.8
1923-09-01,27.3,14.0,12.0,5.2
1923-10-01,22.7,10.9,14.0,2.1
1923-11-01,13.3,-1.8,8.7,-4.9
1923-12-01,8.6,-1.8,5.2,-10.6
1924-01-01,12.2,-1.5,6.6,-7.3
1924-02-01,7.9,-2.8,4.2,-8.6
1924-03-01,13.4,-0.4,8.0,-2.9
1924-04-01,21.5,2.0,10.3,-1.7
1924-05-01,27.3,11.8,15.1,3.3
1924-06-01,25.1,11.9,15.2,5.2
1924-07-01,29.8,15.5,16.2,8.5
1924-08-01,23.2,13.6,15.1,6.3
1924-09-01,23.6,12.7,15.9,4.5
1924-10-01,21.2,7.5,11.2,0.1
1924-11-01,15.0,1.9,10.8,-5.4
1924-12-01,11.7,-3.8,7.1,-5.7
1925-01-01,11.9,-0.1,6.8,-4.1
1925-02-01,11.6,1.7,8.3,-2.2
1925-03-01,13.5,0.0,6.2,-7.5
1925-04-01,16.8,6.8,9.6,0.8
1925-05-01,28.0,8.4,16.1,3.2
1925-06-01,27.9,11.8,15.0,4.5
1925-07-01,32.7,15.7,20.7,7.4
1925-08-01,28.9,16.6,15.9,8.1
1925-09-01,19.9,12.4,12.7,3.3
1925-10-01,20.7,8.6,14.1,1.2
1925-11-01,17.9,-1.0,8.0,-6.4
1925-12-01,13.8,-1.2,10.0,-9.3
1926-01-01,10.2,-6.5,8.3,-9.5
1926-02-01,14.6,1.2,8.0,-0.8
1926-03-01,15.8,4.3,8.1,-3.8
1926-04-01,23.8,10.2,12.5,1.2
1926-05-01,24.1,6.7,12.4,-1.5
1926-06-01,23.0,13.9,14.1,4.1
1926-07-01,29.2,15.1,17.8,7.9
1926-08-01,27.6,17.2,17.7,7.2
1926-09-01,29.2,11.3,16.7,4.0
1926-10-01,21.5,3.5,12.2,-0.9
1926-11-01,16.3,2.7,11.6,-0.7
1926-12-01,6.7,-3.2,4.7,-5.6
1927-01-01,9.5,1.8,6.8,-2.6
1927-02-01,14.3,0.9,6.1,-4.5
1927-03-01,19.1,3.2,7.7,-1.8
1927-04-01,18.2,9.0,8.5,-0.2
1927-05-01,24.1,10.6,13.4,-1.1
1927-06-01,26.7,11.2,13.0,6.1
1927-07-01,29.8,16.6,16.4,8.7
1927-08-01,26.7,15.1,16.4,7.5
1927-09-01,24.7,12.1,16.3,4.3
1927-10-01,17.6,10.8,13.1,2.1
1927-11-01,18.8,0.5,10.9,-4.2
1927-12-01,13.6,-7.1,7.3,-14.5
1928-01-01,10.0,0.5,4.9,-4.9
1928-02-01,15.1,0.1,9.3,-3.1
1928-03-01,16.9,0.9,8.0,-5.2
1928-04-01,22.4,3.3,10.9,-1.0
1928-05-01,26.2,9.8,13.4,-0.7
1928-06-01,24.2,13.2,13.4,3.4
1928-07-01,32.6,18.5,16.7,7.5
1928-08-01,28.3,17.2,15.0,7.7
1928-09-01,28.4,12.4,16.3,1.4
1928-10-01,18.7,9.0,11.3,-1.8
1928-11-01,13.7,5.3,10.2,-4.7
1928-12-01,10.0,-0.8,7.0,-6.6
1929-01-01,9.3,-3.8,1.2,-11.2
1929-02-01,8.9,-11.6,1.7,-17.5
1929-03-01,20.1,0.6,9.2,-8.9
1929-04-01,20.6,4.4,9.1,-4.2
1929-05-01,28.2,9.4,15.9,-1.1
1929-06-01,28.1,12.2,14.1,4.9
1929-07-01,31.0,12.6,17.5,5.2
1929-08-01,32.8,15.1,18.0,7.3
1929-09-01,32.8,14.0,16.7,6.6
1929-10-01,17.9,7.6,12.1,1.3
1929-11-01,14.1,5.6,9.8,-0.7
1929-12-01,12.9,-1.5,8.3,-6.5
1930-01-01,14.4,0.7,10.0,-2.5
1930-02-01,13.3,0.0,4.8,-4.7
1930-03-01,17.3,4.9,5.8,-1.2
1930-04-01,21.8,7.1,10.7,0.2
1930-05-01,24.5,9.1,12.3,0.3
1930-06-01,28.2,17.9,16.5,7.0
1930-07-01,29.4,11.6,17.2,8.1
1930-08-01,31.6,15.7,19.6,7.9
1930-09-01,25.3,13.3,14.1,4.6
1930-10-01,22.8,8.1,13.4,1.7
1930-11-01,16.0,4.5,10.2,-2.0
1930-12-01,9.4,-1.0,4.8,-4.5
1931-01-01,11.0,-1.6,6.8,-5.5
1931-02-01,9.0,-0.6,4.2,-8.9
1931-03-01,21.3,-1.1,8.6,-9.1
1931-04-01,18.2,6.2,8.4,-2.6
1931-05-01,27.0,10.0,15.3,3.9
1931-06-01,29.2,15.9,15.1,5.9
1931-07-01,27.2,16.5,16.5,7.4
1931-08-01,27.7,12.1,17.0,5.2
1931-09-01,21.2,10.8,13.2,0.4
1931-10-01,21.8,5.1,10.1,-6.4
1931-11-01,17.5,5.0,11.6,-1.5
1931-12-01,13.7,-2.1,8.7,-5.3
1932-01-01,11.8,-0.4,10.1,-4.9
1932-02-01,9.5,-5.0,5.0,-9.6
1932-03-01,15.0,0.8,6.5,-6.8
1932-04-01,18.4,6.1,9.9,-0.4
1932-05-01,28.0,9.2,15.4,0.4
1932-06-01,27.2,10.9,16.9,6.1
1932-07-01,29.2,15.8,17.4,8.9
1932-08-01,34.7,18.2,21.4,10.7
1932-09-01,25.7,13.6,16.7,5.5
1932-10-01,18.3,9.8,12.5,2.3
1932-11-01,14.1,1.6,9.5,-1.9
1932-12-01,14.5,-1.1,8.1,-5.0
1933-01-01,11.8,-5.4,7.7,-11.1
1933-02-01,11.8,-0.5,9.5,-6.2
1933-03-01,18.7,8.0,10.1,-2.2
1933-04-01,22.1,7.7,9.5,-1.2
1933-05-01,25.1,11.0,13.3,2.3
1933-06-01,27.1,10.3,14.8,5.7
1933-07-01,32.6,17.9,19.3,7.1
1933-08-01,30.9,16.6,17.1,9.3
1933-09-01,24.1,14.9,14.5,6.3
1933-10-01,22.7,5.3,14.6,0.1
1933-11-01,14.8,1.8,6.2,-2.8
1933-12-01,4.8,-7.4,0.3,-12.2
1934-01-01,11.8,0.0,9.1,-4.8
1934-02-01,11.8,0.1,5.0,-8.0
1934-03-01,12.7,4.5,6.0,-3.8
1934-04-01,25.1,8.4,11.6,1.3
1934-05-01,26.6,10.6,14.6,0.9
1934-06-01,28.6,13.2,15.5,6.7
1934-07-01,31.5,18.7,17.2,8.3
1934-08-01,28.0,15.5,15.5,7.5
1934-09-01,30.0,15.4,18.2,5.8
1934-10-01,21.8,8.2,14.4,2.1
1934-11-01,11.1,4.8,6.9,-3.4
1934-12-01,14.5,3.5,10.7,-0.9
1935-01-01,9.0,-0.8,6.9,-7.2
1935-02-01,11.7,-1.4,7.8,-8.0
1935-03-01,19.1,0.8,7.3,-5.6
1935-04-01,20.3,4.3,10.8,-2.1
1935-05-01,23.4,5.1,12.9,-1.1
1935-06-01,29.3,15.9,19.2,7.2
1935-07-01,29.6,17.1,17.0,6.9
1935-08-01,30.3,13.4,17.7,8.5
1935-09-01,26.0,13.7,15.7,4.9
1935-10-01,17.7,6.9,12.0,-2.0
1935-11-01,17.5,1.4,10.9,-2.8
1935-12-01,12.0,-2.5,8.0,-4.7
1936-01-01,13.6,-0.2,9.6,-4.0
1936-02-01,13.5,-0.6,6.7,-8.7
1936-03-01,18.7,0.9,10.8,-1.6
1936-04-01,15.5,6.2,9.2,-1.9
1936-05-01,24.1,9.8,12.3,1.4
1936-06-01,30.4,12.1,18.2,0.9
1936-07-01,27.0,15.6,17.1,9.5
1936-08-01,27.7,18.0,16.2,7.9
1936-09-01,28.0,9.2,15.4,1.3
1936-10-01,15.7,8.5,10.7,-1.4
1936-11-01,12.9,-1.1,9.2,-3.7
1936-12-01,13.1,-1.7,10.0,-4.0
1937-01-01,13.8,-4.0,8.9,-5.3
1937-02-01,12.6,2.7,7.3,-1.0
1937-03-01,13.6,-0.4,6.9,-1.9
1937-04-01,17.7,7.2,9.7,1.9
1937-05-01,28.5,12.5,16.5,4.1
1937-06-01,30.9,12.6,18.0,5.4
1937-07-01,28.9,15.0,15.8,6.5
1937-08-01,30.8,15.2,19.3,9.9
1937-09-01,26.7,12.0,14.2,5.5
1937-10-01,23.0,12.2,14.4,4.1
1937-11-01,13.4,1.9,8.6,-2.4
1937-12-01,10.6,-1.2,5.8,-5.1
1938-01-01,11.5,-2.7,7.7,-8.5
1938-02-01,13.8,-1.1,5.8,-5.6
1938-03-01,19.8,8.4,8.9,-0.4
1938-04-01,16.2,5.5,6.8,-3.4
1938-05-01,26.6,7.5,13.7,0.7
1938-06-01,30.4,15.5,15.6,5.4
1938-07-01,31.1,16.3,15.0,8.6
1938-08-01,31.9,15.9,18.3,8.2
1938-09-01,26.2,16.4,17.3,2.7
1938-10-01,18.3,5.7,12.9,-1.6
1938-11-01,18.1,5.3,13.0,1.3
1938-12-01,13.6,-11.6,10.9,-14.8
1939-01-01,13.9,1.6,9.3,-3.7
1939-02-01,11.5,0.9,8.3,-9.1
1939-03-01,17.1,1.7,7.1,-4.6
1939-04-01,24.7,5.9,13.8,2.1
1939-05-01,22.2,10.2,10.8,3.0
1939-06-01,31.2,13.3,17.3,2.7
1939-07-01,27.1,14.7,16.5,8.0
1939-08-01,28.9,17.4,16.3,8.7
1939-09-01,27.3,12.3,17.2,1.5
1939-10-01,16.3,4.3,10.5,-0.1
1939-11-01,15.0,2.9,12.4,-2.9
1939-12-01,12.4,-2.6,9.1,-7.6
1940-01-01,5.0,-10.3,-0.3,-18.4
1940-02-01,15.3,-7.9,7.3,-15.3
1940-03-01,19.6,3.5,10.7,-3.8
1940-04-01,25.4,6.5,15.2,0.3
1940-05-01,24.3,12.9,13.6,2.3
1940-06-01,27.0,17.0,15.4,6.5
1940-07-01,25.7,16.8,15.2,8.2
1940-08-01,27.4,13.4,14.4,5.7
1940-09-01,28.8,11.9,13.5,2.6
1940-10-01,19.9,2.4,13.4,-5.3
1940-11-01,15.1,1.6,10.1,-2.8
1940-12-01,7.5,-3.8,3.4,-8.7
