date,delta_med,delta_lo,delta_hi
1903-06-01,20.632916915662022,19.780911095756736,21.458149626573395
1903-07-01,20.064796904562044,19.21252359826144,20.890532092639877
1903-08-01,19.15966432032319,18.342513941254726,19.97133807679079
1903-09-01,19.02276959136561,18.20115615378295,19.89946470096579
1903-10-01,17.56700828504205,16.744206199019313,18.400729868362557
1903-11-01,15.692177742320485,14.861423846783236,16.54008358963361
1903-12-01,14.874060229095454,14.032022573338416,15.730160874940298
1904-01-01,15.095141099602886,14.270219216734867,15.94867103283306
1904-02-01,15.702453927675318,14.908154249689439,16.551543676012926
1904-03-01,17.93942205224501,17.118124427468462,18.747420998506463
1904-04-01,19.977650071982957,19.149082953342557,20.815242914612988
1904-05-01,22.293173109322783,21.457058510913,23.19996310921066
1904-06-01,20.600849944841084,19.75817382073715,21.406213275171407
1904-07-01,20.036162077838007,19.17909033779546,20.842838257304376
1904-08-01,19.123771066029047,18.299239013275038,19.917505816312016
1904-09-01,18.985111195984807,18.15993778516292,19.84290271049599
1904-10-01,17.53174873484464,16.69787497626453,18.356005824251305
1904-11-01,15.644859206794823,14.793628611764504,16.47126371935095
1904-12-01,14.827066530815099,13.971770142786072,15.664933037667488
1905-01-01,15.038451119197191,14.211085503186233,15.872410360558447
1905-02-01,15.640722256620975,14.832077784209924,16.463327936829206
1905-03-01,17.88264830472497,17.06345622398545,18.682617002905573
1905-04-01,19.91308421006558,19.08164619740839,20.733345461431092
1905-05-01,22.23605455411014,21.391242553589688,23.117285766050387
1905-06-01,20.536766452708044,19.69475363334905,21.331408022939986
1905-07-01,19.974732023319184,19.125244430078393,20.786570453345814
1905-08-01,19.068535300798736,18.244480912469115,19.86942308653064
1905-09-01,18.94305006701301,18.120848980808745,19.789359627614814
1905-10-01,17.495374649186175,16.661865350575116,18.321410818068415
1905-11-01,15.610502878426068,14.771806269494682,16.449801604744323
1905-12-01,14.810781388369977,13.965849412956194,15.653416980841312
1906-01-01,15.034863618438637,14.201800083799293,15.877733949747197
1906-02-01,15.641072004429995,14.813506663511433,16.46717011699831
1906-03-01,17.897255015057464,17.075248296741137,18.713832594524202
1906-04-01,19.929214105010367,19.09543102194221,20.760401142305508
1906-05-01,22.25714612503431,21.419082690381455,23.162149601682017
1906-06-01,20.570145487816944,19.72944127808888,21.39502128476775
1906-07-01,20.00789317898572,19.153307734714318,20.831288047380585
1906-08-01,19.099878477392775,18.275246777920938,19.928686619594252
1906-09-01,18.965952032477443,18.15964983284754,19.81660454358942
1906-10-01,17.523582893294567,16.698877429073743,18.366665041092734
1906-11-01,15.627034024420489,14.784926684050257,16.48903902607943
1906-12-01,14.821410154107769,13.981177693797486,15.695143699053938
1907-01-01,15.036725851800266,14.197785899638108,15.897769754432959
1907-02-01,15.633218034357164,14.807563876104805,16.485912487715844
1907-03-01,17.8947489704683,17.07566927926703,18.715813451478077
1907-04-01,19.90318821665936,19.065715418379803,20.761431064667402
1907-05-01,22.22856165495658,21.38595050683038,23.137920755779312
1907-06-01,20.532359299448416,19.686319332998874,21.364270245147818
1907-07-01,19.961611431742874,19.11160035858971,20.796392640690204
1907-08-01,19.055845448737227,18.217139653364416,19.879405084178895
1907-09-01,18.904292288470387,18.10263794894321,19.757410892013507
1907-10-01,17.473551861605237,16.64487714698147,18.318715322734043
1907-11-01,15.55856867453134,14.72306401144694,16.407456659958097
1907-12-01,14.762774467669372,13.922900537145352,15.631677121141582
1908-01-01,14.975650075743667,14.126859598822188,15.812678924940778
1908-02-01,15.569054191506947,14.744405368932442,16.39194984787952
1908-03-01,17.829075178966473,17.018508137174575,18.65033223975156
1908-04-01,19.84009278679932,18.99463280358784,20.677816192381993
1908-05-01,22.16988892728307,21.31279959106439,23.07072682291989
1908-06-01,20.48716026443899,19.62616714348305,21.31064337591558
1908-07-01,19.920656738003302,19.066110135825628,20.74496803929791
1908-08-01,19.018982110937635,18.184830465147346,19.841392336747912
1908-09-01,18.871494655453205,18.06673307718111,19.722198750337597
1908-10-01,17.455550678812,16.623270738712,18.307686870702092
1908-11-01,15.537773795839446,14.687206338345646,16.39387354046284
1908-12-01,14.751721835416989,13.901004169771886,15.632866376719377
1909-01-01,14.95698548780173,14.110920093905776,15.807854721758495
1909-02-01,15.554981041482762,14.712347756326698,16.398513813372684
1909-03-01,17.821484721087753,16.997015381211234,18.66716080657421
1909-04-01,19.821846847670997,18.968260806785054,20.661405232599474
1909-05-01,22.15280672045357,21.297605287069924,23.071313124463213
1909-06-01,20.457115002032722,19.598870776930934,21.274210178948977
1909-07-01,19.881042486083906,19.03524530133048,20.706740041988546
1909-08-01,18.96916236449117,18.132613595330575,19.777002373462114
1909-09-01,18.811498638709473,17.990678856299475,19.642800364971325
1909-10-01,17.386938657263332,16.550529420333266,18.216846836325637
1909-11-01,15.454907037510996,14.607444672359337,16.289192263630756
1909-12-01,14.677925803380774,13.82482210875585,15.518186224562013
1910-01-01,14.864694804025532,14.028405342845845,15.697188337653783
1910-02-01,15.469328797404684,14.630931818087781,16.277209391668592
1910-03-01,17.739458724573254,16.91300808619639,18.53756433667039
1910-04-01,19.73481529378701,18.87845420680787,20.539171628204926
1910-05-01,22.06502508695449,21.208837656370118,22.937818279373875
1910-06-01,20.374204173166103,19.51324655631982,21.168902510255304
1910-07-01,19.803323774106527,18.936282273248917,20.597656358617296
1910-08-01,18.89141371267586,18.074479941580073,19.677888317366445
1910-09-01,18.737704341406264,17.91091484516519,19.55329719826091
1910-10-01,17.33062367563953,16.490318276944745,18.136886734303786
1910-11-01,15.400359496582617,14.545340410489379,16.20459602241464
1910-12-01,14.625602197097912,13.785382843932418,15.437852271775405
1911-01-01,14.819021417420917,13.965752778309703,15.654905398892561
1911-02-01,15.42619314086672,14.577556897543134,16.232675204710343
1911-03-01,17.71325247486226,16.875347119094393,18.50320070500307
1911-04-01,19.69346481356272,18.82571434820877,20.505537728870802
1911-05-01,22.026544945737786,21.16835094019427,22.91704753243822
1911-06-01,20.342913787315364,19.47232353666908,21.134794097810722
1911-07-01,19.782771354534002,18.886427494101188,20.587930825290975
1911-08-01,18.861907126002418,17.999024711967778,19.66763967095516
1911-09-01,18.69984471128174,17.830208216836194,19.53364275580739
1911-10-01,17.281550303402152,16.407883895128617,18.115986059289476
1911-11-01,15.339792303080296,14.456731785652558,16.159491310405294
1911-12-01,14.550040005385593,13.68264238050774,15.383571126196804
1912-01-01,14.7422225475284,13.835010542001392,15.599831090116329
1912-02-01,15.345269525004998,14.453551161654548,16.179385802918386
1912-03-01,17.633955634356745,16.73945978108942,18.46014605415153
1912-04-01,19.61434616718953,18.678144441788277,20.438606545606074
1912-05-01,21.949384000468157,21.02821512617398,22.858295047473753
1912-06-01,20.25992698498479,19.337426731586337,21.07675731795868
1912-07-01,19.70606254281375,18.769725153075942,20.54709485698879
1912-08-01,18.78341539365672,17.872886583008675,19.605769680473152
1912-09-01,18.61893825690642,17.7151555991783,19.473806592487882
1912-10-01,17.227317054554174,16.301336084506964,18.078540955227417
1912-11-01,15.281267857717932,14.362584439228318,16.120004572683786
1912-12-01,14.520467357806458,13.615459559622124,15.365151130573224
1913-01-01,14.71630550911863,13.77478852863322,15.57854225383662
1913-02-01,15.326878632064144,14.39322644134297,16.171528584799358
1913-03-01,17.633041669563873,16.71969230054213,18.473397486322217
1913-04-01,19.618596757251137,18.65808072132422,20.446262806727574
1913-05-01,21.95218593748735,21.03348158638818,22.872667642752837
1913-06-01,20.277045278214615,19.345760249572585,21.09974445690628
1913-07-01,19.733811496486943,18.78831435195668,20.586280697439847
1913-08-01,18.818423028438367,17.909893550561414,19.641373555190786
1913-09-01,18.6529983812413,17.74125451771732,19.515774813393392
1913-10-01,17.271346757984176,16.34466269219902,18.130591943150442
1913-11-01,15.33181491791667,14.413458567435999,16.178184814892024
1913-12-01,14.587925633285122,13.669250094532067,15.419659885923464
1914-01-01,14.785512851676142,13.850455424312798,15.637498135066068
1914-02-01,15.39041877792921,14.472822478422524,16.238252856732494
1914-03-01,17.719257396232052,16.8266090190499,18.549932049675373
1914-04-01,19.703555259846123,18.77332197179444,20.520166577282634
1914-05-01,22.05205584927148,21.153402472389967,22.960111454963407
1914-06-01,20.395025997503357,19.503446075183174,21.198223446041645
1914-07-01,19.857393732782672,18.958233641552003,20.674364090110373
1914-08-01,18.95031006149231,18.09108409489123,19.74359879628787
1914-09-01,18.796992690922266,17.94774356654973,19.62858340895041
1914-10-01,17.422295938286958,16.57039061176982,18.235698389796006
1914-11-01,15.4930093897873,14.63594951688913,16.31093716153668
1914-12-01,14.747111679551029,13.90026168287997,15.553426909636732
1915-01-01,14.944089447501474,14.092451582807104,15.77598339731411
1915-02-01,15.553085017354704,14.711207794896717,16.369069366885974
1915-03-01,17.885634010558388,17.06476052251995,18.688740023854482
1915-04-01,19.85542711189521,19.001408504353716,20.657802470027054
1915-05-01,22.204695454858633,21.367834171416042,23.09180400286582
1915-06-01,20.54278308819344,19.698167443877107,21.32580426346133
1915-07-01,20.008927329178196,19.154614953211436,20.793909099793762
1915-08-01,19.08974756244748,18.27563493766267,19.875279398236675
1915-09-01,18.91845346576473,18.118440168156866,19.746278324680482
1915-10-01,17.544892800048636,16.733083974491866,18.358392659412026
1915-11-01,15.61140149040195,14.780664705524766,16.409682502139997
1915-12-01,14.858500212050574,14.032115871114211,15.661783566546754
1916-01-01,15.048313610513159,14.215549290727868,15.855779802385024
1916-02-01,15.657109667525821,14.839041646143963,16.457501598080174
1916-03-01,18.007219528845834,17.182272450770242,18.791724737298814
1916-04-01,19.963312659636916,19.132075494154794,20.758536676562223
1916-05-01,22.315702728976333,21.491101026978626,23.176142420009835
1916-06-01,20.659038590107507,19.832728811335027,21.428611769752482
1916-07-01,20.124599909994632,19.299568259966122,20.907084794445904
1916-08-01,19.20644612889202,18.401899362168724,19.975412730682176
1916-09-01,19.039162951289807,18.257151169406974,19.867381086344317
1916-10-01,17.677279081984615,16.877923238485,18.474624856589248
1916-11-01,15.735332463327168,14.921215788193258,16.549666234467498
1916-12-01,14.98834193622471,14.172609194306228,15.803263648913108
1917-01-01,15.178080168654544,14.373222686332923,16.001393191347475
1917-02-01,15.77658051439893,14.984838255143131,16.607333371785774
1917-03-01,18.13499749355681,17.326767845810906,18.928739249445158
1917-04-01,20.0709425788475,19.256977056129305,20.876865044550094
1917-05-01,22.431585696514972,21.605347701915143,23.29306420887409
1917-06-01,20.76539389328106,19.959056082325944,21.547056609342317
1917-07-01,20.230880789561137,19.430620975409184,21.025909523748407
1917-08-01,19.306109044958088,18.522146322642058,20.0958058903448
1917-09-01,19.143124720540996,18.36307742887846,19.967242638491786
1917-10-01,17.781688672445554,16.99126117870795,18.592792902087755
1917-11-01,15.834213948445779,15.034114919817851,16.649954345015047
1917-12-01,15.089125990188906,14.273345325570691,15.928669144450186
1918-01-01,15.281231010487744,14.481806006811336,16.114823964188346
1918-02-01,15.882135182016274,15.090541466776447,16.709378534793107
1918-03-01,18.24443333612122,17.44891901599842,19.051645894742343
1918-04-01,20.168304214319996,19.361020156529914,20.98477184550115
1918-05-01,22.53481394530182,21.7166965448604,23.403667859489467
1918-06-01,20.87284447656465,20.055199162488258,21.66511821626701
1918-07-01,20.339601843972492,19.546811166621026,21.138912143416306
1918-08-01,19.420201029223087,18.613192624416296,20.208498551113628
1918-09-01,19.243746327907992,18.471513522790236,20.078941242898345
1918-10-01,17.878504601942414,17.08077702870824,18.68677482922237
1918-11-01,15.934385660175227,15.127765322163627,16.738081506233232
1918-12-01,15.18041972241042,14.378893057836246,16.026876678104465
1919-01-01,15.373359972754393,14.573228891004224,16.19202671385566
1919-02-01,15.973861078675338,15.190427100089892,16.785821849263446
1919-03-01,18.342664951643965,17.55717327033669,19.14750122141212
1919-04-01,20.26186409812495,19.468984377025656,21.07303939044011
1919-05-01,22.626674924128306,21.81753846628362,23.50747174263523
1919-06-01,20.968731533870603,20.167393538491908,21.76981084211231
1919-07-01,20.454583513432777,19.655921399723546,21.23837991516466
1919-08-01,19.52129342843437,18.722449536292103,20.316979967407672
1919-09-01,19.34866949066138,18.583911933848647,20.176991230366955
1919-10-01,17.983180149636205,17.197850394317474,18.80393868588452
1919-11-01,16.030808313814962,15.24154484421486,16.84801372557582
1919-12-01,15.286149474683395,14.484859121232555,16.127468940921755
1920-01-01,15.469891143085178,14.677922459296317,16.296345092274347
1920-02-01,16.056401440737602,15.285676244103344,16.865160624959113
1920-03-01,18.436629719192304,17.657742613214612,19.248712286682963
1920-04-01,20.35482457386238,19.563008607542077,21.160895776845233
1920-05-01,22.714512819698385,21.908576098824604,23.61874448290805
1920-06-01,21.06835533271716,20.272495708989354,21.872247842374886
1920-07-01,20.55858392154054,19.773925754122125,21.361707701027438
1920-08-01,19.62611551992306,18.822621616490036,20.44530922235168
1920-09-01,19.460855915929045,18.692757581034318,20.313019345208765
1920-10-01,18.11051820035066,17.32197513450597,18.96504407042612
1920-11-01,16.169765302438655,15.370171217832025,17.016617162928505
1920-12-01,15.432045752217944,14.610606750743127,16.315212685439892
1921-01-01,15.623016869262472,14.818443733363882,16.486495405213486
1921-02-01,16.22017461125471,15.426733870260781,17.089147670323317
1921-03-01,18.6064826761738,17.8026955817079,19.476853630796608
1921-04-01,20.518084567714673,19.698302991069436,21.398438898250877
1921-05-01,22.88876548581033,22.052001277129992,23.833648068538015
1921-06-01,21.229809751906537,20.41117625536258,22.11490083234979
1921-07-01,20.727032324841485,19.91041015321824,21.60410939229635
1921-08-01,19.7900940047632,18.954575944745972,20.666495324995466
1921-09-01,19.60621662860761,18.8022006489179,20.5166990556118
1921-10-01,18.24580696753057,17.431552099325877,19.16868317468098
1921-11-01,16.295204262342168,15.463109864927883,17.2122622449656
1921-12-01,15.534309031065682,14.708670782321436,16.484863471026326
1922-01-01,15.72100469111853,14.890385736631044,16.639841118757552
1922-02-01,16.30053497261808,15.483330245409727,17.230025086286343
1922-03-01,18.674009395107767,17.870550836693557,19.59764274790104
1922-04-01,20.573377372164053,19.750517503863595,21.48248474788946
1922-05-01,22.920313757296544,22.092831770438313,23.867283357224178
1922-06-01,21.243821045747776,20.42962819013186,22.122731006390286
1922-07-01,20.727625932376185,19.9153441989269,21.589907398792292
1922-08-01,19.763685892000943,18.95599864459733,20.62423248390414
1922-09-01,19.56863750285678,18.77272886749197,20.4521649632234
1922-10-01,18.199071416541063,17.3933608082184,19.057582481023033
1922-11-01,16.2349883286144,15.429246741144405,17.09752350891987
1922-12-01,15.473845204680877,14.658281423417662,16.35127754763631
1923-01-01,15.645313998785173,14.842515864671844,16.499883011135395
1923-02-01,16.22699991096014,15.42732284287607,17.073100429573934
1923-03-01,18.614969401108553,17.83061955123903,19.46513492824803
1923-04-01,20.5125330980916,19.690854756415273,21.34366636569356
1923-05-01,22.85375711871137,22.030902002903584,23.764138454353553
1923-06-01,21.1966669649223,20.385939447239153,22.02474133507628
1923-07-01,20.68775963566726,19.890743425678327,21.504289102233294
1923-08-01,19.729185901566286,18.935470983144953,20.55680956705417
1923-09-01,19.52828544532852,18.751354875291327,20.386299049347333
1923-10-01,18.16254427057568,17.36950868706501,19.005114543567508
1923-11-01,16.222225900229795,15.411714143860388,17.063888557185088
1923-12-01,15.455864989440554,14.640799915467126,16.308466302912063
1924-01-01,15.625808390649357,14.822750332350934,16.461888742038667
1924-02-01,16.197998891278296,15.394298865054871,17.02211379973376
1924-03-01,18.586796510812967,17.814600630679518,19.421624195346418
1924-04-01,20.479993846975795,19.663641366474735,21.28416965223708
1924-05-01,22.80120393246742,21.99463878684905,23.684018106150496
1924-06-01,21.1557454838855,20.341117175520825,21.976910381358792
1924-07-01,20.64666917851394,19.85547123478984,21.440724404703616
1924-08-01,19.68742258319181,18.89295490894937,20.483308862631432
1924-09-01,19.481570409680938,18.711784515888613,20.31664883618461
1924-10-01,18.120221402545795,17.32473056730214,18.939828743944545
1924-11-01,16.180388810060315,15.378610013353924,16.986270477362236
1924-12-01,15.412778209881335,14.607325836804991,16.220133950138887
1925-01-01,15.581496732063753,14.776019723158877,16.376836879784694
1925-02-01,16.15136800971004,15.367263197308175,16.9380476686598
1925-03-01,18.557461547118187,17.778083160881923,19.371855132340524
1925-04-01,20.447352379152633,19.64380614712952,21.226688611329426
1925-05-01,22.770462348773172,21.97315089178148,23.637890455004573
1925-06-01,21.148905917412527,20.33639121229924,21.93478240013259
1925-07-01,20.6360885180663,19.855715090932197,21.42124969581256
1925-08-01,19.680459128685005,18.897292252245435,20.46190119688182
1925-09-01,19.481392138297227,18.715770197875976,20.291237202643877
1925-10-01,18.122189957571663,17.330172742137105,18.913697584904394
1925-11-01,16.189413912931677,15.387127535459538,16.984689203459993
1925-12-01,15.423038181653586,14.607942946127364,16.232460313159564
1926-01-01,15.592558910530016,14.795473570454588,16.398716758566856
1926-02-01,16.159535922646487,15.384342366065313,16.952805023011564
1926-03-01,18.58848417899525,17.797968506263924,19.385195140634227
1926-04-01,20.47491187664773,19.676039440475286,21.24088302749907
1926-05-01,22.79030392072135,21.98310815271448,23.631320401049415
1926-06-01,21.179570170601725,20.374692472786954,21.952191661282185
1926-07-01,20.66638754833808,19.88497549379985,21.439574970015904
1926-08-01,19.713644071853835,18.92721096838847,20.489923473932485
1926-09-01,19.516245264229052,18.752866537632855,20.310757745368083
1926-10-01,18.15417644678528,17.362842653210443,18.944110483192283
1926-11-01,16.22920182411721,15.439705781760063,17.012749085285453
1926-12-01,15.452638739792924,14.651950403504399,16.262339784734923
1927-01-01,15.634027303373593,14.852945253019254,16.423777804652552
1927-02-01,16.214807850453433,15.44952121093264,17.002517999586225
1927-03-01,18.655261566030955,17.87627215582876,19.443341116388606
1927-04-01,20.535114926457773,19.742184908144793,21.31742831687425
1927-05-01,22.85425309136913,22.05127693382073,23.694125266410616
1927-06-01,21.258294684658907,20.470353019845522,22.04242378164819
1927-07-01,20.749347913614425,19.973334071601943,21.5329711579283
1927-08-01,19.803204960093442,19.020667854295656,20.598809278885433
1927-09-01,19.611207887333627,18.84587702957461,20.41203265708474
1927-10-01,18.255318363997894,17.4728713592761,19.049787223610124
1927-11-01,16.341838856429252,15.552348623069804,17.15438292827661
1927-12-01,15.572981239008914,14.780064648156925,16.432045497583214
1928-01-01,15.757036911107539,14.978977265344774,16.59040635415894
1928-02-01,16.330293745959622,15.569024854753517,17.149750222432942
1928-03-01,18.78372722240651,18.005540709656408,19.59959306341063
1928-04-01,20.668771848203995,19.87254252710716,21.484547883873898
1928-05-01,22.970707261827634,22.175031770875115,23.838882262192122
1928-06-01,21.394094304268233,20.603511746898544,22.214442690717576
1928-07-01,20.86862563765382,20.08588179933209,21.700678181322093
1928-08-01,19.927561473091238,19.144262649883032,20.767811590046943
1928-09-01,19.72614766826057,18.958924278213885,20.580483074296673
1928-10-01,18.361804398765855,17.57384780141799,19.213910170241103
1928-11-01,16.44953358742834,15.643337392977877,17.29627988338515
1928-12-01,15.671797195269452,14.875729082274923,16.571717860324558
1929-01-01,15.852768733778584,15.064999307174123,16.711603734103516
1929-02-01,16.413623063894676,15.639170096968932,17.269654948536495
1929-03-01,18.86762144773489,18.085467573819972,19.724820890990436
1929-04-01,20.735912941695936,19.93153730006173,21.57894583873113
1929-05-01,23.014316260259797,22.22349504833453,23.90145679817595
1929-06-01,21.443302323792196,20.664407952308526,22.263399148415324
