time,cycle,phase,y,eta,level,slope,seasonal
37,10,1,25.739541827078813,24.570110970861226,24.820110970861226,0.0016909662858201075,-0.25
38,10,2,26.992330783886004,24.72416366787774,24.72416366787774,0.001655391392370615,0.0
39,10,3,25.388876451140824,24.943868144210327,24.693868144210327,0.001692301470072519,0.25
40,10,4,26.76781236731976,24.684910682284688,24.684910682284688,0.0017953206703710026,0.0
41,11,1,24.347433470014185,24.397571884157994,24.647571884157994,0.0011687823256530875,-0.25
42,11,2,26.555162191997102,24.629075109631454,24.629075109631454,0.0009675118059174235,0.0
43,11,3,25.207763973343045,24.92574125173514,24.67574125173514,0.0006764758941692883,0.25
44,11,4,26.24603200598033,24.67194991929125,24.67194991929125,0.0008042798797809671,0.0
45,12,1,25.81202556834306,24.43664679897603,24.68664679897603,0.0010327676107585238,-0.25
46,12,2,24.936377085195147,24.66031486673765,24.66031486673765,9.75028965662407e-05,0.0
47,12,3,23.32210397265708,24.903061062257752,24.653061062257752,-0.0007648684573506292,0.25
48,12,4,25.392503240951168,24.652168207560287,24.652168207560287,-0.0013720084285207298,0.0
49,13,1,26.28986435973279,24.438880539073082,24.688880539073082,-0.0014606771794615967,-0.25
50,13,2,24.890772313142072,24.7739983678546,24.7739983678546,-0.0006310248307776663,0.0
51,13,3,26.128918531891227,25.074640651899948,24.824640651899948,-0.00047416249082426673,0.25
52,13,4,26.387105139657837,24.800900784946606,24.800900784946606,0.0009011358203428803,0.0
53,14,1,26.343770270959247,24.445561667193388,24.695561667193388,0.00012880322475810778,-0.25
54,14,2,25.66843634097922,24.725567664225075,24.725567664225075,-0.0008734187621795694,0.0
55,14,3,25.74622055114391,25.036883011205802,24.786883011205802,-0.00024119880554091856,0.25
56,14,4,24.128159084516405,24.71400032331667,24.71400032331667,-0.00017746815062498117,0.0
57,15,1,24.838272512458357,24.480598910969455,24.730598910969455,-0.00035287187813509767,-0.25
58,15,2,24.775741040956675,24.823317336035824,24.823317336035824,-0.0011810039229138854,0.0
59,15,3,24.54113087526328,25.03905619575651,24.78905619575651,-0.0015871527929840878,0.25
60,15,4,25.89221214637675,24.81801334911391,24.81801334911391,-0.0012696717275344732,0.0
61,16,1,27.488534270749444,24.589921097815775,24.839921097815775,-0.00127615681036263,-0.25
62,16,2,24.520022008948896,24.798237482653626,24.798237482653626,-0.0013455651653793224,0.0
63,16,3,28.04918680103777,25.057550674862885,24.807550674862885,-0.001982185236954759,0.25
64,16,4,23.626954948502714,24.79324145894809,24.79324145894809,-0.001217245393089548,0.0
65,17,1,23.158255439059875,24.586739862252205,24.836739862252205,-0.0016241242042825967,-0.25
66,17,2,24.639653524527073,24.805621681071838,24.805621681071838,-0.001856863162681879,0.0
67,17,3,26.31134139139602,25.075898771218515,24.825898771218515,-0.0018023966848280102,0.25
68,17,4,24.037985317810644,24.82126951568446,24.82126951568446,-0.0022851777915558016,0.0
69,18,1,25.602951379150195,24.50817025214881,24.75817025214881,-0.001733616694962365,-0.25
70,18,2,23.66325610574366,24.7164126996659,24.7164126996659,-0.000945047982064514,0.0
71,18,3,23.834710502467995,25.047512594571813,24.797512594571813,-0.0005668200609894307,0.25
72,18,4,26.71017019866315,24.8211021533542,24.8211021533542,-0.0006983786612337433,0.0
73,19,1,25.16626820729394,24.584362465904746,24.834362465904746,-0.0005901373983821275,-0.25
74,19,2,23.348893709577133,24.911182083285706,24.911182083285706,-0.0005836755190528341,0.0
75,19,3,23.49356545705611,25.172711497081572,24.922711497081572,-0.0009418448210437686,0.25
76,19,4,26.03295841692381,24.94191255627393,24.94191255627393,-0.0010581965735847096,0.0
77,20,1,26.2502113817269,24.66294282359546,24.91294282359546,-0.0016318973715029324,-0.25
78,20,2,27.636831745653353,24.99043231090271,24.99043231090271,-0.0014439893197497299,0.0
79,20,3,26.318480575650096,25.34209937336141,25.09209937336141,-0.0009419289725387012,0.25
80,20,4,24.29919943792624,25.04969768261372,25.04969768261372,-0.0005903652075514722,0.0
81,21,1,25.224394451426964,24.78416055189915,25.03416055189915,8.548231710226784e-05,-0.25
82,21,2,27.65900289202891,25.041231431803453,25.041231431803453,0.0003006754144944802,0.0
83,21,3,25.91938346837983,25.296635607323775,25.046635607323775,0.0012537029672913392,0.25
84,21,4,24.165307493106667,24.996707957370962,24.996707957370962,0.0015929581000853825,0.0
85,22,1,25.08518658497396,24.78020251698179,25.03020251698179,0.0019822001660837274,-0.25
86,22,2,24.100203614462707,25.08479700556512,25.08479700556512,0.001816912367942187,0.0
87,22,3,25.571450565637765,25.5090674549887,25.2590674549887,0.0021956777984036865,0.25
88,22,4,26.47991502788098,25.26022844579136,25.26022844579136,0.002554627704846897,0.0
89,23,1,24.169295233584435,25.06728104395902,25.31728104395902,0.002247584670898682,-0.25
90,23,2,27.22223938880231,25.283842286925275,25.283842286925275,0.0021354901016632593,0.0
91,23,3,27.760340179071182,25.537008591698367,25.287008591698367,0.0023030282856744124,0.25
92,23,4,24.49550641613758,25.40078206413408,25.40078206413408,0.0031246235605909157,0.0
93,24,1,26.368332113463538,25.220011966217903,25.470011966217903,0.0035975814539236806,-0.25
94,24,2,24.57821575786664,25.464922647933072,25.464922647933072,0.002228713639099833,0.0
95,24,3,26.18865509502443,25.769923069124363,25.519923069124363,0.002725884613032932,0.25
96,24,4,26.033721992242018,25.463645835077266,25.463645835077266,0.00386819925365925,0.0
97,25,1,23.762305525576433,25.25555042240152,25.50555042240152,0.0034990899181881105,-0.25
98,25,2,25.283203388625868,25.608527147902855,25.608527147902855,0.003596009897169786,0.0
99,25,3,27.956093033957913,25.925839719498388,25.675839719498388,0.0037261581309077606,0.25
100,25,4,26.26975738056434,25.642687712598875,25.642687712598875,0.0036308147575695358,0.0
101,26,1,23.604915409202643,25.458032235970144,25.708032235970144,0.004156221998770695,-0.25
102,26,2,24.980429877025987,25.653124782379635,25.653124782379635,0.0050654925633916385,0.0
103,26,3,28.913710498242384,25.9683369915978,25.7183369915978,0.004161823960192076,0.25
104,26,4,28.131556827177672,25.767909239875745,25.767909239875745,0.004007633213316158,0.0
105,27,1,24.386107149080885,25.535599726866376,25.785599726866376,0.00363943925436518,-0.25
106,27,2,24.5129694943107,25.74620124542101,25.74620124542101,0.003396824045191939,0.0
107,27,3,27.38761470889231,26.000211031449265,25.750211031449265,0.0030043637189171354,0.25
108,27,4,27.040923130999598,25.8225126747389,25.8225126747389,0.0039018275923844033,0.0
109,28,1,24.15536292647308,25.604931116610626,25.854931116610626,0.00409520525446562,-0.25
110,28,2,25.666522574395557,25.829937937379402,25.829937937379402,0.003789286667193659,0.0
111,28,3,27.411456467169483,26.065663841238273,25.815663841238273,0.004012027202194605,0.25
112,28,4,26.640069574796712,25.74106827029803,25.74106827029803,0.004314987197486145,0.0
113,29,1,24.416003749222128,25.485043062494846,25.735043062494846,0.004321042967140956,-0.25
114,29,2,21.647535954424345,25.72648791421236,25.72648791421236,0.004444002557807303,0.0
115,29,3,26.935953229586747,25.885162988134244,25.635162988134244,0.004789907954314037,0.25
116,29,4,24.709045933967676,25.605497702865524,25.605497702865524,0.00485988074938986,0.0
117,30,1,24.790343638352724,25.367410900882042,25.617410900882042,0.003933295192782057,-0.25
118,30,2,26.20033421700026,25.61784303123419,25.61784303123419,0.004186388147469223,0.0
119,30,3,25.3972859583175,25.88941751832531,25.63941751832531,0.0047137109532637295,0.25
120,30,4,26.57798653100074,25.5885913671109,25.5885913671109,0.004853306657577563,0.0
121,31,1,25.067032623830233,25.3188704783804,25.5688704783804,0.004516364011372153,-0.25
122,31,2,25.668999896204443,25.573126380977698,25.573126380977698,0.003961383888993036,0.0
123,31,3,25.298699398705008,25.847673567135853,25.597673567135853,0.0039034275905114792,0.25
124,31,4,24.973583429879533,25.658225617175024,25.658225617175024,0.004422263245488334,0.0
125,32,1,28.152508545935873,25.406607878963605,25.656607878963605,0.003976226255855237,-0.25
126,32,2,26.995644088082905,25.719236907049616,25.719236907049616,0.0030550218231589496,0.0
127,32,3,28.767770656093752,25.939370842822168,25.689370842822168,0.0037684218282408076,0.25
128,32,4,27.535515425833633,25.61801765879865,25.61801765879865,0.004372005131654358,0.0
129,33,1,26.967857322839503,25.4104802708284,25.6604802708284,0.004323433207763847,-0.25
130,33,2,25.115384889258745,25.665310287446,25.665310287446,0.004062984052053354,0.0
131,33,3,25.327703251488966,25.900022858151335,25.650022858151335,0.0045369241079341125,0.25
132,33,4,26.321905987832153,25.622606497318596,25.622606497318596,0.004488624888811473,0.0
133,34,1,25.849848388205267,25.384457428468806,25.634457428468806,0.0041276027065313345,-0.25
134,34,2,25.043258385162126,25.631352281971758,25.631352281971758,0.004523780758654273,0.0
135,34,3,27.047647983430373,25.91754343216644,25.66754343216644,0.004223992875655496,0.25
136,34,4,27.989750121748735,25.74707004685458,25.74707004685458,0.0034518832668792446,0.0
137,35,1,24.20676781262594,25.456705716316783,25.706705716316783,0.003431680069866359,-0.25
138,35,2,27.218017560258915,25.801388779854566,25.801388779854566,0.003565703995859115,0.0
139,35,3,26.874950749991843,26.142226662324127,25.892226662324127,0.0034149986698859365,0.25
140,35,4,26.170922052950008,25.817469742942297,25.817469742942297,0.004214223437501044,0.0
141,36,1,25.9621389567814,25.53296833908429,25.78296833908429,0.004092180308729288,-0.25
142,36,2,24.13342221345735,25.78541404754936,25.78541404754936,0.004166533796293415,0.0
143,36,3,24.824170269105696,26.018538186827165,25.768538186827165,0.0035981938837408,0.25
144,36,4,24.1875902266662,25.701475506442776,25.701475506442776,0.0031843483793480513,0.0
145,37,1,26.96433683496037,25.50672884243617,25.75672884243617,0.0024385764010115365,-0.25
146,37,2,26.62315554181741,25.86116645333812,25.86116645333812,0.001777235507625086,0.0
147,37,3,24.751723039225304,26.01122972379439,25.76122972379439,0.0023109352474588825,0.25
148,37,4,27.163264277448217,25.794701453617026,25.794701453617026,0.002789130155566505,0.0
149,38,1,24.41796267820684,25.489131957568674,25.739131957568674,0.002576772603496997,-0.25
150,38,2,25.494866401101376,25.79684393927973,25.79684393927973,0.0022022545652306434,0.0
151,38,3,26.599352723904833,26.059464393306598,25.809464393306598,0.0017266220293252845,0.25
152,38,4,26.45026222243877,25.74688887439074,25.74688887439074,0.0016203370156106583,0.0
153,39,1,24.67795811746082,25.619198282468933,25.869198282468933,0.0015893120640861045,-0.25
154,39,2,28.561411507797974,25.85446610405231,25.85446610405231,0.0017563587394768775,0.0
155,39,3,27.971000292847442,26.10694630906269,25.85694630906269,0.0019345944329828767,0.25
156,39,4,26.38187539197264,25.763342341188196,25.763342341188196,0.0019847851645493075,0.0
157,40,1,26.484337343628077,25.57387596602205,25.82387596602205,0.0022849765590343962,-0.25
158,40,2,25.254096583087517,25.830098156790616,25.830098156790616,0.0010405141578984428,0.0
159,40,3,25.993839468901122,26.19728926679098,25.94728926679098,0.0007335270037479053,0.25
160,40,4,24.713713468117977,25.929276664794134,25.929276664794134,0.00045009038420995746,0.0
161,41,1,25.414451057004154,25.640828274224358,25.890828274224358,0.0010515403718455688,-0.25
162,41,2,29.0103074539714,25.970292333038962,25.970292333038962,0.0006499103960730686,0.0
163,41,3,26.745162465667924,26.173894517812442,25.923894517812442,0.0012334437454484069,0.25
164,41,4,27.67338349075642,25.87168522081912,25.87168522081912,0.0007588383093544882,0.0
165,42,1,27.277655907739128,25.59024594234245,25.84024594234245,0.0013535575301015907,-0.25
166,42,2,25.33611931959637,25.802086081364386,25.802086081364386,0.0007612954146576874,0.0
167,42,3,24.829001203343047,26.113528421838023,25.863528421838023,0.00022022348148587338,0.25
168,42,4,26.08868113233786,25.82984232588982,25.82984232588982,5.359347011120935e-05,0.0
169,43,1,25.136278644318693,25.603900793508735,25.853900793508735,-0.0004445950600296679,-0.25
170,43,2,26.793275922241847,25.91750786812473,25.91750786812473,-0.0006966714092038759,0.0
171,43,3,27.761819773142946,26.199317177133917,25.949317177133917,0.0003155590065972778,0.25
172,43,4,29.862014867793686,26.03858828131926,26.03858828131926,0.00034064031706359897,0.0
173,44,1,27.76812751656008,25.797691342091987,26.047691342091987,-1.535209081661475e-05,-0.25
174,44,2,28.618300513705474,26.03992161113462,26.03992161113462,0.0012610160512881517,0.0
175,44,3,25.15542157232082,26.347788345453992,26.097788345453992,0.001836463262143677,0.25
176,44,4,26.409876803071775,26.102665801006147,26.102665801006147,0.0022062652014503527,0.0
177,45,1,28.478887582278205,25.849996055797085,26.099996055797085,0.0016616403475942835,-0.25
178,45,2,27.095028452440676,26.083470489477456,26.083470489477456,0.0019882464471745625,0.0
179,45,3,25.956057247884182,26.307932939436835,26.057932939436835,0.0025974360052271697,0.25
180,45,4,27.932180205417616,25.96370892598861,25.96370892598861,0.002950116626368519,0.0
181,46,1,27.610531462651327,25.745464858496536,25.995464858496536,0.0026917007485452314,-0.25
182,46,2,25.10087288647864,26.0020821393662,26.0020821393662,0.0025069154960933003,0.0
183,46,3,25.929875751212254,26.302118034290825,26.052118034290825,0.0026437362717746907,0.25
184,46,4,27.613149911719177,26.046599391756015,26.046599391756015,0.002555978249601879,0.0
185,47,1,23.12466953376182,25.852504901694505,26.102504901694505,0.002286628671496935,-0.25
186,47,2,26.32848932454429,26.069081305039855,26.069081305039855,0.002026625931484974,0.0
187,47,3,26.107733876502365,26.31920194615459,26.06920194615459,0.001478564938427991,0.25
188,47,4,25.29537784167547,26.04394703694246,26.04394703694246,0.001133261427142469,0.0
189,48,1,27.68276204643474,25.877091609677635,26.127091609677635,0.00086051986118798,-0.25
190,48,2,29.075317420427563,26.153404981858248,26.153404981858248,0.0014244246329776456,0.0
191,48,3,27.12094309438647,26.374108730928135,26.124108730928135,0.0013244075126618822,0.25
192,48,4,25.981088481597475,26.142909884487324,26.142909884487324,0.00022350638749893512,0.0
193,49,1,29.22931182864454,25.964769498097,26.214769498097,0.0005145133259378426,-0.25
194,49,2,25.332165155454152,26.23266778094783,26.23266778094783,0.00022545402657106852,0.0
195,49,3,25.108147065479034,26.487831969638943,26.237831969638943,-0.0004427376072691652,0.25
196,49,4,27.136554555677684,26.25416396313061,26.25416396313061,-0.00028967988620900173,0.0
197,50,1,26.829323761957113,26.07464735434962,26.32464735434962,-0.0006933444858919042,-0.25
198,50,2,25.153957829738363,26.213603018132144,26.213603018132144,-0.000589387959696303,0.0
199,50,3,26.75613311421398,26.475040550433874,26.225040550433874,-6.657180092251936e-05,0.25
200,50,4,26.850891852934517,26.181614352467825,26.181614352467825,-0.00047515625713676193,0.0
201,51,1,27.682047312213026,25.974457193442845,26.224457193442845,-0.0010753195697444037,-0.25
202,51,2,26.94121950209094,26.21193305764495,26.21193305764495,-0.0010731236284444758,0.0
203,51,3,29.556074340799363,26.478362541072173,26.228362541072173,-0.0014832209104524827,0.25
204,51,4,29.520466368139957,26.28591086649832,26.28591086649832,-0.000653888641191425,0.0
205,52,1,23.826942050436227,25.975028676188014,26.225028676188014,-0.0015646213495773215,-0.25
206,52,2,28.164117169809977,26.212528695597214,26.212528695597214,-0.002016183861311573,0.0
207,52,3,28.659889213615436,26.46790929933328,26.21790929933328,-0.0018070471910680622,0.25
208,52,4,26.74595010530683,26.24602566297047,26.24602566297047,-0.0016853600973851877,0.0
209,53,1,25.39476557132572,26.035136376945474,26.285136376945474,-0.002423967754990565,-0.25
210,53,2,25.46105814129837,26.311632486788216,26.311632486788216,-0.0029394567979262,0.0
211,53,3,24.922983494644438,26.551015924002566,26.301015924002566,-0.0025962856951453066,0.25
212,53,4,26.54237067928149,26.272374279981115,26.272374279981115,-0.003420906886601764,0.0
213,54,1,27.59308131922992,26.00398605460499,26.25398605460499,-0.002755438414336118,-0.25
214,54,2,28.357870957968895,26.280179095132777,26.280179095132777,-0.0021857762097890893,0.0
215,54,3,28.80014938153043,26.574866715407577,26.324866715407577,-0.002291912263925797,0.25
216,54,4,26.38356237540622,26.21920119918102,26.21920119918102,-0.00157250162232902,0.0
217,55,1,27.127637950700183,26.000657959498113,26.250657959498113,0.0001376898330246255,-0.25
218,55,2,29.67282557985963,26.18895391167588,26.18895391167588,-0.000362992317284688,0.0
219,55,3,27.748417583385688,26.43090831910976,26.18090831910976,-0.0005382108852014934,0.25
220,55,4,27.06459803035027,26.161188586880815,26.161188586880815,-0.0003431314381139326,0.0
221,56,1,25.4263281194383,25.928626400174274,26.178626400174274,0.00015277980732785227,-0.25
222,56,2,26.793461482325167,26.122953231900823,26.122953231900823,0.0010591752068135917,0.0
223,56,3,28.476197774370654,26.3850624580278,26.1350624580278,0.001641888009973161,0.25
224,56,4,26.084342096019693,26.16072646943113,26.16072646943113,0.0010408905127761582,0.0
225,57,1,27.61823037430603,25.949157117017165,26.199157117017165,0.0003102804160293619,-0.25
226,57,2,30.251658692143465,26.22591776288424,26.22591776288424,0.0005139415529788476,0.0
227,57,3,29.63183482793871,26.452185707764297,26.202185707764297,0.00038973757026905027,0.25
228,57,4,26.52178480653301,26.218459925427855,26.218459925427855,-0.0002307931351076613,0.0
229,58,1,28.33264259254224,25.967379757864606,26.217379757864606,0.00038194117233890883,-0.25
230,58,2,27.97028459540363,26.251682270165347,26.251682270165347,0.00027124850391014026,0.0
231,58,3,27.085520607863856,26.533065636358973,26.283065636358973,0.0008683284882618673,0.25
232,58,4,29.902144899790628,26.28911898129577,26.28911898129577,0.0014197008717891227,0.0
233,59,1,24.775922051564358,26.018156390362826,26.268156390362826,0.0014387399934369506,-0.25
234,59,2,25.395727103939553,26.262435252976516,26.262435252976516,0.0019292413794149126,0.0
235,59,3,26.90348340699044,26.535715261584045,26.285715261584045,0.002462263613731387,0.25
236,59,4,26.339559161987438,26.280741070514342,26.280741070514342,0.0018570886325437385,0.0
237,60,1,23.49488364233206,25.954067436741592,26.204067436741592,0.0017596168777732114,-0.25
238,60,2,25.284431071073,26.191287020080747,26.191287020080747,0.00167556678322053,0.0
239,60,3,27.574887864276924,26.42770927561656,26.17770927561656,0.001353116749775987,0.25
240,60,4,25.47764019293765,26.150705181906027,26.150705181906027,0.0017626769464146844,0.0
241,61,1,27.316236022122027,25.831360661675042,26.081360661675042,0.001263128612032352,-0.25
242,61,2,25.964911136410304,26.05058001742571,26.05058001742571,0.0007697250628554208,0.0
243,61,3,28.169200920651576,26.28027481526836,26.03027481526836,0.0009223970975660528,0.25
244,61,4,26.477509082221758,25.994580259627472,25.994580259627472,0.0007301300025819696,0.0
245,62,1,25.032525763146687,25.69864398480066,25.94864398480066,0.0005572757692244033,-0.25
246,62,2,27.5767187853598,25.96330457794341,25.96330457794341,0.0003891286218392554,0.0
247,62,3,25.499171526020447,26.158991892018154,25.908991892018154,0.0005054330132110802,0.25
248,62,4,25.484874132170155,25.935391462841324,25.935391462841324,0.0015219520625481796,0.0
249,63,1,27.005228160692113,25.767584824343682,26.017584824343682,0.0009384274174647577,-0.25
250,63,2,27.25156365713604,26.03927021333065,26.03927021333065,0.0012002309778056685,0.0
251,63,3,26.667451021576404,26.265897235440388,26.015897235440388,0.0010787830076428057,0.25
252,63,4,24.853325560101435,26.005177677071753,26.005177677071753,0.0016494762861415657,0.0
253,64,1,27.376801556128182,25.779394308652165,26.029394308652165,0.0017540934468922255,-0.25
254,64,2,24.28180283875046,26.068994387797485,26.068994387797485,0.0021363654745795695,0.0
255,64,3,27.03347602742923,26.186844576576537,25.936844576576537,0.001880600074044411,0.25
256,64,4,26.098951611758913,25.938509231176084,25.938509231176084,0.0019246972022258714,0.0
257,65,1,25.709334617078103,25.630421409490783,25.880421409490783,0.002484564686582393,-0.25
258,65,2,26.32618593707465,25.876109424996617,25.876109424996617,0.0022098334970365877,0.0
259,65,3,26.592128543819037,26.19693879232788,25.94693879232788,0.0008942766521443963,0.25
260,65,4,25.34453914517015,25.928642915436885,25.928642915436885,0.0002336674634327566,0.0
261,66,1,26.996301285119515,25.628089780337476,25.878089780337476,-0.0003163196102204458,-0.25
262,66,2,25.305995298172807,25.90289358000142,25.90289358000142,-0.0013718269119810747,0.0
263,66,3,27.18029650522481,26.182215261347576,25.932215261347576,-0.0016143843029610984,0.25
264,66,4,24.656449419058205,25.896539292202274,25.896539292202274,-0.001868417382292832,0.0
265,67,1,26.589437587661134,25.51488240501313,25.76488240501313,-0.0017774810228376047,-0.25
266,67,2,28.01455966704963,25.749737790936237,25.749737790936237,-0.0026875940618420347,0.0
267,67,3,26.1352057417792,26.049533340758675,25.799533340758675,-0.0015752971801458072,0.25
268,67,4,26.902736882344545,25.789975791791864,25.789975791791864,-0.0016658905304830088,0.0
269,68,1,26.055441348215126,25.567920822301847,25.817920822301847,-0.0014128602273545952,-0.25
270,68,2,25.01471922549268,25.815021744080756,25.815021744080756,-0.0015046286848184815,0.0
271,68,3,26.46765579114576,26.008623796870594,25.758623796870594,-0.001061373326507863,0.25
272,68,4,27.33429744622608,25.79637148803262,25.79637148803262,-0.0005825723972162077,0.0
273,69,1,27.931383234316563,25.496426628668896,25.746426628668896,-0.0006126241304960965,-0.25
274,69,2,25.80600420654646,25.81216030064339,25.81216030064339,-0.00032420187515682747,0.0
275,69,3,24.916856661433155,26.05991999394981,25.80991999394981,-0.0008653593827758219,0.25
276,69,4,25.580385339073818,25.69380887598264,25.69380887598264,-0.0006857474035537441,0.0
277,70,1,24.84565675540334,25.38444277382916,25.63444277382916,-0.0005581202749683456,-0.25
278,70,2,26.87393074179465,25.594865299121057,25.594865299121057,-0.0001582431791273343,0.0
279,70,3,25.872516515028973,25.870554701552365,25.620554701552365,0.0001250477842747579,0.25
280,70,4,24.14162439600944,25.563789968418142,25.563789968418142,0.0006834334565832946,0.0
281,71,1,26.83585698952912,25.32796411886659,25.57796411886659,0.0005669857801620762,-0.25
282,71,2,26.835345817239713,25.627551383308962,25.627551383308962,0.0008751452678946085,0.0
283,71,3,25.600647968504525,25.889438689806,25.639438689806,0.000694560626869938,0.25
284,71,4,25.66057521703695,25.665698662395126,25.665698662395126,0.0008070005205233332,0.0
285,72,1,22.35078685438678,25.345231098530483,25.595231098530483,0.0017729441725956273,-0.25
286,72,2,27.1642198894724,25.61172135664039,25.61172135664039,0.002306222534383193,0.0
287,72,3,27.582333998226783,25.83359165026131,25.58359165026131,0.003290893066498617,0.25
288,72,4,24.95664052173422,25.59326670838665,25.59326670838665,0.0022195428783922176,0.0
289,73,1,27.382354345713345,25.401666175851325,25.651666175851325,0.0021726354637513646,-0.25
290,73,2,25.046308955669083,25.63994214316151,25.63994214316151,0.002321888479181272,0.0
291,73,3,25.008765167790678,25.85894003741834,25.60894003741834,0.002078696807892701,0.25
292,73,4,22.396353920722227,25.62703841660101,25.62703841660101,0.0017771202622183246,0.0
293,74,1,28.431486463796297,25.411086752518802,25.661086752518802,0.00205242447939447,-0.25
294,74,2,26.819954675245377,25.725667511733313,25.725667511733313,0.0016756558770180921,0.0
295,74,3,27.631334403236224,26.04035103037265,25.79035103037265,0.0014956084257383296,0.25
296,74,4,26.74775761602929,25.833321703336175,25.833321703336175,0.0016493910856222845,0.0
297,75,1,26.460412375240253,25.597587442599238,25.847587442599238,0.0017758269061767058,-0.25
298,75,2,25.21284092209665,25.837070300101175,25.837070300101175,0.0017819045609249993,0.0
299,75,3,26.13047087965213,26.073417570403503,25.823417570403503,0.0017345474576785128,0.25
300,75,4,26.857762101829284,25.80347957315117,25.80347957315117,0.002142221295084704,0.0
301,76,1,27.10994600591078,25.524027706615588,25.774027706615588,0.002174895266099599,-0.25
302,76,2,26.575761371342956,25.854392510357073,25.854392510357073,0.0008763205870115395,0.0
303,76,3,28.29737054092628,26.142901133731193,25.892901133731193,0.0007260124641669661,0.25
304,76,4,29.62938347960529,25.966477546613906,25.966477546613906,-9.133690969930506e-07,0.0
305,77,1,24.90566252813923,25.722068639678092,25.972068639678092,-4.717216446229956e-05,-0.25
306,77,2,24.636575800406753,26.015609840045673,26.015609840045673,3.359085849074534e-05,0.0
307,77,3,26.231293280189806,26.316714527501386,26.066714527501386,-0.0007839082671166849,0.25
308,77,4,28.72420008460618,26.085357710420315,26.085357710420315,-0.0005709481962300668,0.0
309,78,1,28.866096363245486,25.772042579104546,26.022042579104546,-5.380867513343529e-06,-0.25
310,78,2,26.025800761343362,26.070361513065773,26.070361513065773,0.0006477863754421679,0.0
311,78,3,28.840519341644594,26.31522929496913,26.06522929496913,0.0011660163584059707,0.25
312,78,4,27.55700360656338,25.983285689628367,25.983285689628367,0.0017708035173636585,0.0
313,79,1,26.888173320860528,25.73348061520021,25.98348061520021,0.0012969751634071846,-0.25
314,79,2,25.058002161074825,26.01733327324917,26.01733327324917,0.001137250961394435,0.0
315,79,3,28.29362706740738,26.30617255914731,26.05617255914731,0.00045694108686923315,0.25
